Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz E Pmin Pmax
     14  1.87736E+00  1.44413E-001  5.62499E-001  1.66834E-002 -1.05777E-002 -7.14920E-007  6.70784E-001  3.35499E-001 -7.14725E-008  1.33112E+000  9.99776E-002  1.00000E+000
     15  2.02178E+00  1.44413E-001  5.62499E-001  1.79666E-002 -1.13901E-002 -8.54021E-007  6.70779E-001  3.35499E-001 -8.77356E-008  1.33110E+000  9.99716E-002  1.00000E+000
     16  2.16619E+00  1.44413E-001  5.62499E-001  1.92494E-002 -1.22027E-002 -1.00857E-006  6.70776E-001  3.35499E-001 -1.06138E-007  1.33108E+000  9.99631E-002  1.00000E+000
     17  2.31060E+00  1.44413E-001  5.62498E-001  2.05319E-002 -1.30155E-002 -1.17898E-006  6.70773E-001  3.35497E-001 -1.26829E-007  1.33107E+000  9.99540E-002  1.00000E+000
     18  2.45502E+00  1.44413E-001  5.62498E-001  2.18141E-002 -1.38285E-002 -1.36565E-006  6.70771E-001  3.35495E-001 -1.50164E-007  1.33105E+000  9.99444E-002  1.00000E+000
     19  2.59943E+00  1.44413E-001  5.62498E-001  2.30960E-002 -1.46419E-002 -1.56893E-006  6.70771E-001  3.35491E-001 -1.76694E-007  1.33104E+000  9.99334E-002  1.00000E+000
     20  2.74384E+00  1.44413E-001  5.62498E-001  2.43776E-002 -1.54557E-002 -1.78915E-006  6.70771E-001  3.35486E-001 -2.06788E-007  1.33102E+000  9.99211E-002  1.00000E+000
     21  2.88825E+00  1.44413E-001  5.62498E-001  2.56590E-002 -1.62700E-002 -2.02635E-006  6.70773E-001  3.35480E-001 -2.40786E-007  1.33101E+000  9.99082E-002  1.00000E+000
     22  3.03267E+00  1.44413E-001  5.62498E-001  2.69402E-002 -1.70847E-002 -2.28051E-006  6.70775E-001  3.35473E-001 -2.79266E-007  1.33100E+000  9.98947E-002  1.00000E+000
     23  3.17708E+00  1.44413E-001  5.62498E-001  2.82212E-002 -1.78998E-002 -2.55180E-006  6.70778E-001  3.35466E-001 -3.22640E-007  1.33099E+000  9.98798E-002  1.00000E+000
     24  3.32149E+00  1.44413E-001  5.62498E-001  2.95021E-002 -1.87155E-002 -2.84040E-006  6.70783E-001  3.35458E-001 -3.71292E-007  1.33098E+000  9.98642E-002  1.00000E+000
     25  3.46590E+00  1.44413E-001  5.62498E-001  3.07827E-002 -1.95317E-002 -3.14643E-006  6.70788E-001  3.35449E-001 -4.25541E-007  1.33097E+000  9.98481E-002  1.00000E+000
     26  3.61032E+00  1.44413E-001  5.62498E-001  3.20632E-002 -2.03484E-002 -3.47020E-006  6.70794E-001  3.35440E-001 -4.85516E-007  1.33096E+000  9.98324E-002  1.00000E+000
     27  3.75473E+00  1.44413E-001  5.62498E-001  3.33435E-002 -2.11656E-002 -3.81198E-006  6.70801E-001  3.35430E-001 -5.51110E-007  1.33095E+000  9.98176E-002  1.00000E+000
     28  3.89914E+00  1.44413E-001  5.62498E-001  3.46238E-002 -2.19834E-002 -4.17194E-006  6.70809E-001  3.35420E-001 -6.22071E-007  1.33095E+000  9.97886E-002  1.00000E+000
     29  4.04355E+00  1.44413E-001  5.62498E-001  3.59039E-002 -2.28017E-002 -4.55003E-006  6.70817E-001  3.35409E-001 -6.98221E-007  1.33094E+000  9.97577E-002  1.00000E+000
     30  4.18797E+00  1.44413E-001  5.62498E-001  3.71840E-002 -2.36205E-002 -4.94618E-006  6.70827E-001  3.35398E-001 -7.79430E-007  1.33094E+000  9.97259E-002  1.00000E+000
     31  4.33238E+00  1.44413E-001  5.62499E-001  3.84639E-002 -2.44399E-002 -5.36027E-006  6.70836E-001  3.35387E-001 -8.65507E-007  1.33093E+000  9.96919E-002  1.00000E+000
     32  4.47679E+00  1.44413E-001  5.62499E-001  3.97438E-002 -2.52597E-002 -5.79213E-006  6.70847E-001  3.35376E-001 -9.56305E-007  1.33093E+000  9.96560E-002  1.00000E+000
     33  4.62121E+00  1.44413E-001  5.62499E-001  4.10235E-002 -2.60800E-002 -6.24158E-006  6.70857E-001  3.35364E-001 -1.05162E-006  1.33093E+000  9.96177E-002  1.00000E+000
     34  4.76562E+00  1.44413E-001  5.62500E-001  4.23032E-002 -2.69008E-002 -6.70840E-006  6.70868E-001  3.35353E-001 -1.15129E-006  1.33093E+000  9.95753E-002  1.00000E+000
     35  4.91003E+00  1.44413E-001  5.62500E-001  4.35828E-002 -2.77221E-002 -7.19229E-006  6.70880E-001  3.35341E-001 -1.25514E-006  1.33093E+000  9.95284E-002  1.00000E+000
     36  5.05444E+00  1.44413E-001  5.62501E-001  4.48623E-002 -2.85438E-002 -7.69296E-006  6.70892E-001  3.35329E-001 -1.36301E-006  1.33094E+000  9.94767E-002  1.00000E+000
     37  5.19886E+00  1.44413E-001  5.62502E-001  4.61417E-002 -2.93660E-002 -8.21016E-006  6.70904E-001  3.35318E-001 -1.47477E-006  1.33094E+000  9.94203E-002  1.00000E+000
     38  5.34327E+00  1.44413E-001  5.62503E-001  4.74211E-002 -3.01886E-002 -8.74369E-006  6.70917E-001  3.35306E-001 -1.59023E-006  1.33094E+000  9.93596E-002  1.00000E+000
     39  5.48768E+00  1.44413E-001  5.62504E-001  4.87003E-002 -3.10116E-002 -9.29335E-006  6.70929E-001  3.35294E-001 -1.70925E-006  1.33095E+000  9.92947E-002  1.00000E+000
     40  5.63209E+00  1.44413E-001  5.62505E-001  4.99795E-002 -3.18351E-002 -9.85896E-006  6.70942E-001  3.35282E-001 -1.83182E-006  1.33096E+000  9.92267E-002  1.00000E+000
     41  5.77651E+00  1.44413E-001  5.62506E-001  5.12586E-002 -3.26589E-002 -1.04404E-005  6.70956E-001  3.35270E-001 -1.95795E-006  1.33096E+000  9.91565E-002  1.00000E+000
     42  5.92092E+00  1.44413E-001  5.62507E-001  5.25376E-002 -3.34832E-002 -1.10374E-005  6.70969E-001  3.35258E-001 -2.08766E-006  1.33097E+000  9.90805E-002  1.00000E+000
     43  6.06533E+00  1.44413E-001  5.62508E-001  5.38165E-002 -3.43078E-002 -1.16498E-005  6.70983E-001  3.35246E-001 -2.22101E-006  1.33098E+000  9.90023E-002  1.00000E+000
     44  6.20974E+00  1.44413E-001  5.62510E-001  5.50954E-002 -3.51329E-002 -1.22776E-005  6.70996E-001  3.35234E-001 -2.35792E-006  1.33099E+000  9.89234E-002  1.00000E+000
     45  6.35416E+00  1.44413E-001  5.62511E-001  5.63741E-002 -3.59583E-002 -1.29206E-005  6.71010E-001  3.35223E-001 -2.49822E-006  1.33100E+000  9.88448E-002  1.00000E+000
     46  6.49857E+00  1.44413E-001  5.62513E-001  5.76527E-002 -3.67841E-002 -1.35791E-005  6.71024E-001  3.35211E-001 -2.64178E-006  1.33102E+000  9.87634E-002  1.00000E+000
     47  6.64298E+00  1.44413E-001  5.62514E-001  5.89312E-002 -3.76103E-002 -1.42530E-005  6.71038E-001  3.35199E-001 -2.78847E-006  1.33103E+000  9.86814E-002  1.00000E+000
     48  6.78740E+00  1.44413E-001  5.62516E-001  6.02097E-002 -3.84369E-002 -1.49423E-005  6.71052E-001  3.35187E-001 -2.93820E-006  1.33104E+000  9.85976E-002  1.00000E+000
     49  6.93181E+00  1.44413E-001  5.62518E-001  6.14880E-002 -3.92638E-002 -1.56470E-005  6.71066E-001  3.35176E-001 -3.09089E-006  1.33106E+000  9.85129E-002  1.00000E+000
     50  7.07622E+00  1.44413E-001  5.62520E-001  6.27662E-002 -4.00911E-002 -1.63669E-005  6.71080E-001  3.35164E-001 -3.24642E-006  1.33108E+000  9.84313E-002  1.00000E+000
     51  7.22063E+00  1.44413E-001  5.62522E-001  6.40443E-002 -4.09187E-002 -1.71018E-005  6.71094E-001  3.35152E-001 -3.40469E-006  1.33109E+000  9.83055E-002  1.00000E+000
     52  7.36505E+00  1.44413E-001  5.62524E-001  6.53223E-002 -4.17467E-002 -1.78514E-005  6.71108E-001  3.35141E-001 -3.56557E-006  1.33111E+000  9.81588E-002  1.00000E+000
     53  7.50946E+00  1.44413E-001  5.62527E-001  6.66001E-002 -4.25751E-002 -1.86153E-005  6.71123E-001  3.35129E-001 -3.72904E-006  1.33113E+000  9.80028E-002  1.00000E+000
     54  7.65387E+00  1.44413E-001  5.62529E-001  6.78779E-002 -4.34038E-002 -1.93930E-005  6.71137E-001  3.35117E-001 -3.89522E-006  1.33115E+000  9.78369E-002  1.00000E+000
     55  7.79828E+00  1.44413E-001  5.62532E-001  6.91555E-002 -4.42329E-002 -2.01840E-005  6.71151E-001  3.35105E-001 -4.06424E-006  1.33117E+000  9.76613E-002  1.00000E+000
     56  7.94270E+00  1.44413E-001  5.62535E-001  7.04330E-002 -4.50623E-002 -2.09881E-005  6.71166E-001  3.35093E-001 -4.23628E-006  1.33120E+000  9.74788E-002  1.00000E+000
     57  8.08711E+00  1.44413E-001  5.62538E-001  7.17104E-002 -4.58920E-002 -2.18046E-005  6.71180E-001  3.35081E-001 -4.41152E-006  1.33122E+000  9.72849E-002  1.00000E+000
     58  8.23152E+00  1.44413E-001  5.62541E-001  7.29877E-002 -4.67221E-002 -2.26333E-005  6.71195E-001  3.35069E-001 -4.59012E-006  1.33125E+000  9.70839E-002  1.00000E+000
     59  8.37593E+00  1.44413E-001  5.62544E-001  7.42648E-002 -4.75525E-002 -2.34739E-005  6.71210E-001  3.35057E-001 -4.77227E-006  1.33127E+000  9.68795E-002  1.00000E+000
     60  8.52035E+00  1.44413E-001  5.62547E-001  7.55418E-002 -4.83832E-002 -2.43263E-005  6.71224E-001  3.35045E-001 -4.95810E-006  1.33130E+000  9.66832E-002  1.00000E+000
     61  8.66476E+00  1.44413E-001  5.62551E-001  7.68187E-002 -4.92143E-002 -2.51904E-005  6.71239E-001  3.35033E-001 -5.14773E-006  1.33133E+000  9.64836E-002  1.00000E+000
     62  8.80917E+00  1.44413E-001  5.62554E-001  7.80955E-002 -5.00457E-002 -2.60660E-005  6.71254E-001  3.35020E-001 -5.34126E-006  1.33136E+000  9.62887E-002  1.00000E+000
     63  8.95359E+00  1.44413E-001  5.62558E-001  7.93721E-002 -5.08775E-002 -2.69531E-005  6.71269E-001  3.35008E-001 -5.53881E-006  1.33139E+000  9.60905E-002  1.00000E+000
     64  9.09800E+00  1.44413E-001  5.62562E-001  8.06485E-002 -5.17095E-002 -2.78515E-005  6.71284E-001  3.34995E-001 -5.74051E-006  1.33142E+000  9.59009E-002  1.00000E+000
     65  9.24241E+00  1.44413E-001  5.62566E-001  8.19248E-002 -5.25419E-002 -2.87611E-005  6.71299E-001  3.34982E-001 -5.94646E-006  1.33145E+000  9.57132E-002  1.00000E+000
     66  9.38682E+00  1.44413E-001  5.62570E-001  8.32010E-002 -5.33745E-002 -2.96819E-005  6.71314E-001  3.34969E-001 -6.15672E-006  1.33149E+000  9.55218E-002  1.00000E+000
     67  9.53124E+00  1.44413E-001  5.62574E-001  8.44770E-002 -5.42075E-002 -3.06138E-005  6.71329E-001  3.34955E-001 -6.37141E-006  1.33152E+000  9.53236E-002  1.00000E+000
     68  9.67565E+00  1.44413E-001  5.62579E-001  8.57528E-002 -5.50407E-002 -3.15565E-005  6.71344E-001  3.34942E-001 -6.59065E-006  1.33156E+000  9.51223E-002  1.00000E+000
     69  9.82006E+00  1.44413E-001  5.62583E-001  8.70285E-002 -5.58743E-002 -3.25099E-005  6.71360E-001  3.34928E-001 -6.81459E-006  1.33160E+000  9.49200E-002  1.00000E+000
     70  9.96447E+00  1.44413E-001  5.62588E-001  8.83040E-002 -5.67081E-002 -3.34735E-005  6.71375E-001  3.34914E-001 -7.04335E-006  1.33164E+000  9.47188E-002  1.00000E+000
     71  1.01089E+01  1.44413E-001  5.62593E-001  8.95793E-002 -5.75422E-002 -3.44470E-005  6.71391E-001  3.34900E-001 -7.27709E-006  1.33168E+000  9.45207E-002  1.00000E+000
     72  1.02533E+01  1.44413E-001  5.62598E-001  9.08545E-002 -5.83766E-002 -3.54299E-005  6.71407E-001  3.34886E-001 -7.51597E-006  1.33172E+000  9.43267E-002  1.00000E+000
     73  1.03977E+01  1.44413E-001  5.62604E-001  9.21295E-002 -5.92112E-002 -3.64219E-005  6.71422E-001  3.34871E-001 -7.76019E-006  1.33176E+000  9.41229E-002  1.00000E+000
     74  1.05421E+01  1.44413E-001  5.62609E-001  9.34043E-002 -6.00461E-002 -3.74226E-005  6.71438E-001  3.34856E-001 -8.00997E-006  1.33180E+000  9.39246E-002  1.00000E+000
     75  1.06865E+01  1.44413E-001  5.62615E-001  9.46788E-002 -6.08812E-002 -3.84319E-005  6.71455E-001  3.34841E-001 -8.26558E-006  1.33185E+000  9.37336E-002  1.00000E+000
     76  1.08309E+01  1.44413E-001  5.62620E-001  9.59532E-002 -6.17165E-002 -3.94495E-005  6.71471E-001  3.34825E-001 -8.52728E-006  1.33190E+000  9.35442E-002  1.00000E+000
     77  1.09754E+01  1.44413E-001  5.62626E-001  9.72273E-002 -6.25521E-002 -4.04751E-005  6.71487E-001  3.34809E-001 -8.79535E-006  1.33195E+000  9.33101E-002  1.00000E+000
     78  1.11198E+01  1.44413E-001  5.62633E-001  9.85013E-002 -6.33878E-002 -4.15087E-005  6.71504E-001  3.34793E-001 -9.07002E-006  1.33200E+000  9.30621E-002  1.00000E+000
     79  1.12642E+01  1.44413E-001  5.62639E-001  9.97750E-002 -6.42238E-002 -4.25502E-005  6.71521E-001  3.34777E-001 -9.35155E-006  1.33205E+000  9.28061E-002  1.00000E+000
     80  1.14086E+01  1.44413E-001  5.62646E-001  1.01048E-001 -6.50599E-002 -4.35997E-005  6.71538E-001  3.34760E-001 -9.64012E-006  1.33210E+000  9.25369E-002  1.00000E+000
     81  1.15530E+01  1.44413E-001  5.62652E-001  1.02322E-001 -6.58962E-002 -4.46570E-005  6.71555E-001  3.34743E-001 -9.93589E-006  1.33215E+000  9.23063E-002  1.00000E+000
     82  1.16974E+01  1.44413E-001  5.62659E-001  1.03595E-001 -6.67327E-002 -4.57222E-005  6.71572E-001  3.34726E-001 -1.02390E-005  1.33221E+000  9.21036E-002  1.00000E+000
     83  1.18418E+01  1.44413E-001  5.62666E-001  1.04867E-001 -6.75693E-002 -4.67954E-005  6.71590E-001  3.34708E-001 -1.05497E-005  1.33227E+000  9.18897E-002  1.00000E+000
     84  1.19863E+01  1.44413E-001  5.62674E-001  1.06140E-001 -6.84061E-002 -4.78767E-005  6.71607E-001  3.34690E-001 -1.08680E-005  1.33232E+000  9.16543E-002  1.00000E+000
     85  1.21307E+01  1.44413E-001  5.62681E-001  1.07412E-001 -6.92431E-002 -4.89662E-005  6.71625E-001  3.34672E-001 -1.11940E-005  1.33238E+000  9.14359E-002  1.00000E+000
     86  1.22751E+01  1.44413E-001  5.62689E-001  1.08684E-001 -7.00801E-002 -5.00638E-005  6.71643E-001  3.34654E-001 -1.15278E-005  1.33244E+000  9.12010E-002  1.00000E+000
     87  1.24195E+01  1.44413E-001  5.62697E-001  1.09955E-001 -7.09173E-002 -5.11694E-005  6.71662E-001  3.34635E-001 -1.18694E-005  1.33251E+000  9.09800E-002  1.00000E+000
     88  1.25639E+01  1.44413E-001  5.62705E-001  1.11226E-001 -7.17546E-002 -5.22828E-005  6.71680E-001  3.34615E-001 -1.22188E-005  1.33257E+000  9.07585E-002  1.00000E+000
     89  1.27083E+01  1.44413E-001  5.62713E-001  1.12497E-001 -7.25920E-002 -5.34037E-005  6.71699E-001  3.34595E-001 -1.25762E-005  1.33264E+000  9.05456E-002  1.00000E+000
     90  1.28527E+01  1.44413E-001  5.62721E-001  1.13768E-001 -7.34295E-002 -5.45319E-005  6.71718E-001  3.34575E-001 -1.29416E-005  1.33270E+000  9.03346E-002  1.00000E+000
     91  1.29971E+01  1.44413E-001  5.62730E-001  1.15038E-001 -7.42671E-002 -5.56672E-005  6.71738E-001  3.34555E-001 -1.33151E-005  1.33277E+000  9.01196E-002  1.00000E+000
     92  1.31416E+01  1.44413E-001  5.62739E-001  1.16308E-001 -7.51047E-002 -5.68093E-005  6.71757E-001  3.34534E-001 -1.36967E-005  1.33284E+000  8.99096E-002  1.00000E+000
     93  1.32860E+01  1.44413E-001  5.62748E-001  1.17578E-001 -7.59424E-002 -5.79581E-005  6.71777E-001  3.34512E-001 -1.40867E-005  1.33292E+000  8.97061E-002  1.00000E+000
     94  1.34304E+01  1.44413E-001  5.62757E-001  1.18847E-001 -7.67802E-002 -5.91134E-005  6.71798E-001  3.34491E-001 -1.44852E-005  1.33299E+000  8.95109E-002  1.00000E+000
     95  1.35748E+01  1.44413E-001  5.62767E-001  1.20116E-001 -7.76181E-002 -6.02751E-005  6.71818E-001  3.34468E-001 -1.48923E-005  1.33306E+000  8.93166E-002  1.00000E+000
     96  1.37192E+01  1.44413E-001  5.62777E-001  1.21384E-001 -7.84560E-002 -6.14429E-005  6.71839E-001  3.34446E-001 -1.53081E-005  1.33314E+000  8.91259E-002  1.00000E+000
     97  1.38636E+01  1.44413E-001  5.62787E-001  1.22652E-001 -7.92939E-002 -6.26169E-005  6.71860E-001  3.34423E-001 -1.57328E-005  1.33322E+000  8.89428E-002  1.00000E+000
     98  1.40080E+01  1.44413E-001  5.62797E-001  1.23920E-001 -8.01319E-002 -6.37968E-005  6.71882E-001  3.34399E-001 -1.61663E-005  1.33330E+000  8.87602E-002  1.00000E+000
     99  1.41524E+01  1.44413E-001  5.62807E-001  1.25187E-001 -8.09698E-002 -6.49827E-005  6.71903E-001  3.34375E-001 -1.66087E-005  1.33338E+000  8.85901E-002  1.00000E+000
    100  1.42969E+01  1.44413E-001  5.62818E-001  1.26454E-001 -8.18078E-002 -6.61743E-005  6.71926E-001  3.34350E-001 -1.70599E-005  1.33346E+000  8.84193E-002  1.00000E+000
    101  1.44413E+01  1.44413E-001  5.62829E-001  1.27721E-001 -8.26459E-002 -6.73717E-005  6.71948E-001  3.34325E-001 -1.75197E-005  1.33355E+000  8.82619E-002  1.00000E+000
    102  1.45857E+01  1.44413E-001  5.62840E-001  1.28987E-001 -8.34839E-002 -6.85749E-005  6.71971E-001  3.34299E-001 -1.79882E-005  1.33364E+000  8.81077E-002  1.00000E+000
    103  1.47301E+01  1.44413E-001  5.62851E-001  1.30253E-001 -8.43219E-002 -6.97837E-005  6.71994E-001  3.34273E-001 -1.84651E-005  1.33372E+000  8.79652E-002  1.00000E+000
    104  1.48745E+01  1.44413E-001  5.62863E-001  1.31518E-001 -8.51599E-002 -7.09981E-005  6.72018E-001  3.34247E-001 -1.89502E-005  1.33381E+000  8.78319E-002  1.00000E+000
    105  1.50189E+01  1.44413E-001  5.62874E-001  1.32783E-001 -8.59979E-002 -7.22181E-005  6.72042E-001  3.34219E-001 -1.94435E-005  1.33391E+000  8.77096E-002  1.00000E+000
    106  1.51633E+01  1.44413E-001  5.62886E-001  1.34047E-001 -8.68359E-002 -7.34435E-005  6.72066E-001  3.34191E-001 -1.99449E-005  1.33400E+000  8.76027E-002  1.00000E+000
    107  1.53077E+01  1.44413E-001  5.62899E-001  1.35311E-001 -8.76738E-002 -7.46742E-005  6.72091E-001  3.34163E-001 -2.04541E-005  1.33410E+000  8.75152E-002  1.00000E+000
    108  1.54522E+01  1.44413E-001  5.62911E-001  1.36575E-001 -8.85117E-002 -7.59100E-005  6.72116E-001  3.34134E-001 -2.09711E-005  1.33419E+000  8.74516E-002  1.00000E+000
    109  1.55966E+01  1.44413E-001  5.62924E-001  1.37838E-001 -8.93496E-002 -7.71506E-005  6.72142E-001  3.34105E-001 -2.14956E-005  1.33429E+000  8.74147E-002  1.00000E+000
    110  1.57410E+01  1.44413E-001  5.62937E-001  1.39100E-001 -9.01874E-002 -7.83957E-005  6.72168E-001  3.34074E-001 -2.20274E-005  1.33439E+000  8.72596E-002  1.00000E+000
    111  1.58854E+01  1.44413E-001  5.62950E-001  1.40362E-001 -9.10252E-002 -7.96450E-005  6.72195E-001  3.34043E-001 -2.25664E-005  1.33450E+000  8.70832E-002  1.00000E+000
    112  1.60298E+01  1.44413E-001  5.62963E-001  1.41624E-001 -9.18629E-002 -8.08985E-005  6.72222E-001  3.34012E-001 -2.31124E-005  1.33460E+000  8.69172E-002  1.00000E+000
    113  1.61742E+01  1.44413E-001  5.62977E-001  1.42885E-001 -9.27006E-002 -8.21558E-005  6.72250E-001  3.33980E-001 -2.36651E-005  1.33471E+000  8.67647E-002  1.00000E+000
    114  1.63186E+01  1.44413E-001  5.62991E-001  1.44146E-001 -9.35382E-002 -8.34166E-005  6.72278E-001  3.33947E-001 -2.42243E-005  1.33482E+000  8.66275E-002  1.00000E+000
    115  1.64630E+01  1.44413E-001  5.63005E-001  1.45406E-001 -9.43758E-002 -8.46806E-005  6.72306E-001  3.33913E-001 -2.47895E-005  1.33493E+000  8.65056E-002  1.00000E+000
    116  1.66075E+01  1.44413E-001  5.63020E-001  1.46665E-001 -9.52132E-002 -8.59474E-005  6.72335E-001  3.33879E-001 -2.53605E-005  1.33504E+000  8.64006E-002  1.00000E+000
    117  1.67519E+01  1.44413E-001  5.63034E-001  1.47924E-001 -9.60506E-002 -8.72168E-005  6.72365E-001  3.33844E-001 -2.59366E-005  1.33516E+000  8.63152E-002  1.00000E+000
    118  1.68963E+01  1.44413E-001  5.63049E-001  1.49183E-001 -9.68880E-002 -8.84885E-005  6.72395E-001  3.33809E-001 -2.65174E-005  1.33527E+000  8.62535E-002  1.00000E+000
    119  1.70407E+01  1.44413E-001  5.63065E-001  1.50441E-001 -9.77252E-002 -8.97624E-005  6.72426E-001  3.33772E-001 -2.71024E-005  1.33539E+000  8.62207E-002  1.00000E+000
    120  1.71851E+01  1.44413E-001  5.63080E-001  1.51698E-001 -9.85624E-002 -9.10380E-005  6.72457E-001  3.33735E-001 -2.76911E-005  1.33551E+000  8.61091E-002  1.00000E+000
    121  1.73295E+01  1.44413E-001  5.63096E-001  1.52955E-001 -9.93994E-002 -9.23151E-005  6.72489E-001  3.33697E-001 -2.82832E-005  1.33563E+000  8.59876E-002  1.00000E+000
    122  1.74739E+01  1.44413E-001  5.63112E-001  1.54212E-001 -1.00236E-001 -9.35934E-005  6.72521E-001  3.33658E-001 -2.88780E-005  1.33576E+000  8.58783E-002  1.00000E+000
    123  1.76183E+01  1.44413E-001  5.63128E-001  1.55467E-001 -1.01073E-001 -9.48728E-005  6.72554E-001  3.33619E-001 -2.94754E-005  1.33589E+000  8.57833E-002  1.00000E+000
    124  1.77628E+01  1.44413E-001  5.63145E-001  1.56723E-001 -1.01910E-001 -9.61530E-005  6.72587E-001  3.33579E-001 -3.00749E-005  1.33602E+000  8.57041E-002  1.00000E+000
    125  1.79072E+01  1.44413E-001  5.63162E-001  1.57977E-001 -1.02747E-001 -9.74338E-005  6.72621E-001  3.33537E-001 -3.06764E-005  1.33615E+000  8.56426E-002  1.00000E+000
    126  1.80516E+01  1.44413E-001  5.63179E-001  1.59231E-001 -1.03583E-001 -9.87148E-005  6.72656E-001  3.33495E-001 -3.12794E-005  1.33628E+000  8.56029E-002  1.00000E+000
    127  1.81960E+01  1.44413E-001  5.63197E-001  1.60485E-001 -1.04420E-001 -9.99956E-005  6.72691E-001  3.33452E-001 -3.18837E-005  1.33642E+000  8.55895E-002  1.00000E+000
    128  1.83404E+01  1.44413E-001  5.63214E-001  1.61738E-001 -1.05256E-001 -1.01276E-004  6.72727E-001  3.33408E-001 -3.24890E-005  1.33655E+000  8.55514E-002  1.00000E+000
    129  1.84848E+01  1.44413E-001  5.63232E-001  1.62990E-001 -1.06092E-001 -1.02555E-004  6.72764E-001  3.33364E-001 -3.30950E-005  1.33669E+000  8.54556E-002  1.00000E+000
    130  1.86292E+01  1.44413E-001  5.63251E-001  1.64242E-001 -1.06928E-001 -1.03832E-004  6.72801E-001  3.33318E-001 -3.37014E-005  1.33684E+000  8.53680E-002  1.00000E+000
    131  1.87736E+01  1.44413E-001  5.63269E-001  1.65493E-001 -1.07764E-001 -1.05108E-004  6.72839E-001  3.33271E-001 -3.43082E-005  1.33698E+000  8.52895E-002  1.00000E+000
    132  1.89181E+01  1.44413E-001  5.63288E-001  1.66744E-001 -1.08600E-001 -1.06382E-004  6.72877E-001  3.33223E-001 -3.49151E-005  1.33713E+000  8.52206E-002  1.00000E+000
    133  1.90625E+01  1.44413E-001  5.63307E-001  1.67994E-001 -1.09435E-001 -1.07654E-004  6.72916E-001  3.33175E-001 -3.55220E-005  1.33728E+000  8.51634E-002  1.00000E+000
    134  1.92069E+01  1.44413E-001  5.63327E-001  1.69243E-001 -1.10271E-001 -1.08924E-004  6.72956E-001  3.33125E-001 -3.61288E-005  1.33743E+000  8.51204E-002  1.00000E+000
    135  1.93513E+01  1.44413E-001  5.63346E-001  1.70492E-001 -1.11106E-001 -1.10191E-004  6.72997E-001  3.33074E-001 -3.67353E-005  1.33758E+000  8.50652E-002  1.00000E+000
    136  1.94957E+01  1.44413E-001  5.63366E-001  1.71740E-001 -1.11941E-001 -1.11455E-004  6.73038E-001  3.33022E-001 -3.73414E-005  1.33774E+000  8.49801E-002  1.00000E+000
