test point(I,J,K,BLK,PROC):      1     1     1     1     0
it year mo dy hr mn sc msc t X Y Z dtpnt rho Ux Uy Uz Bx By Bz p rhopnt Uxpnt Uypnt Uzpnt ppnt Pmin Pmax Neu1Rhoflx_R=3.0 Neu1Rhoflx_R=4.0
    131 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.07540E-03  1.84669E+05 -2.17039E+00 -1.35444E-02  9.38122E-03 -1.31934E+00  2.33869E+00 -1.62573E-04  4.83577E-02  2.23965E+01 -8.43971E+01 -2.03656E-01 -9.58390E-02  1.22394E-02  6.48539E-04  2.33096E+00  6.26578E+02  6.54151E+02
    132 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.07083E-03  1.87486E+05 -2.12203E+00 -1.36126E-02  9.55351E-03 -1.33117E+00  2.37122E+00 -1.71727E-04  4.91486E-02  2.27976E+01 -8.37232E+01 -2.56689E-01 -1.60182E-01  1.21106E-02  6.61455E-04  2.34001E+00  6.26697E+02  6.54478E+02
    133 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.06654E-03  1.90034E+05 -2.07536E+00 -1.36736E-02  9.72145E-03 -1.34275E+00  2.40344E+00 -1.80804E-04  4.99096E-02  2.31970E+01 -8.30569E+01 -3.07932E-01 -2.22574E-01  1.19891E-02  6.72610E-04  2.34790E+00  6.26814E+02  6.54798E+02
    134 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.06250E-03  1.92344E+05 -2.03029E+00 -1.37272E-02  9.88500E-03 -1.35410E+00  2.43537E+00 -1.89784E-04  5.06439E-02  2.35948E+01 -8.23977E+01 -3.57452E-01 -2.83059E-01  1.18745E-02  6.83993E-04  2.35479E+00  6.26929E+02  6.55113E+02
    135 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.05869E-03  1.94464E+05 -1.98675E+00 -1.37738E-02  1.00438E-02 -1.36522E+00  2.46703E+00 -1.98649E-04  5.13559E-02  2.39914E+01 -8.17452E+01 -4.05309E-01 -3.41680E-01  1.17666E-02  6.95593E-04  2.36081E+00  6.27043E+02  6.55423E+02
    136 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.05510E-03  1.96393E+05 -1.94465E+00 -1.38135E-02  1.01974E-02 -1.37613E+00  2.49843E+00 -2.07387E-04  5.20464E-02  2.43870E+01 -8.10989E+01 -4.51562E-01 -3.98480E-01  1.16651E-02  7.07402E-04  2.36609E+00  6.27155E+02  6.55729E+02
    137 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.05118E-03  1.98137E+05 -1.90395E+00 -1.38463E-02  1.03460E-02 -1.38682E+00  2.52959E+00 -2.15972E-04  5.27168E-02  2.47818E+01 -8.04579E+01 -4.96264E-01 -4.53506E-01  1.15696E-02  7.19408E-04  2.37072E+00  6.27266E+02  6.56031E+02
    138 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.04686E-03  1.99738E+05 -1.86456E+00 -1.38721E-02  1.04893E-02 -1.39732E+00  2.56052E+00 -2.24389E-04  5.33710E-02  2.51762E+01 -7.98216E+01 -5.39465E-01 -5.06804E-01  1.14799E-02  7.31608E-04  2.37480E+00  6.27375E+02  6.56327E+02
    139 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.04251E-03  2.01147E+05 -1.82645E+00 -1.38912E-02  1.06272E-02 -1.40762E+00  2.59124E+00 -2.32624E-04  5.40060E-02  2.55703E+01 -7.91896E+01 -5.81215E-01 -5.58410E-01  1.13958E-02  7.43999E-04  2.37839E+00  6.27483E+02  6.56616E+02
    140 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.03834E-03  2.02371E+05 -1.78954E+00 -1.39037E-02  1.07597E-02 -1.41774E+00  2.62175E+00 -2.40667E-04  5.46234E-02  2.59644E+01 -7.85617E+01 -6.21566E-01 -6.08366E-01  1.13168E-02  7.56573E-04  2.38155E+00  6.27590E+02  6.56899E+02
    141 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.03435E-03  2.03410E+05 -1.75379E+00 -1.39096E-02  1.08866E-02 -1.42767E+00  2.65208E+00 -2.48502E-04  5.52238E-02  2.63585E+01 -7.79378E+01 -6.60570E-01 -6.56713E-01  1.12427E-02  7.69324E-04  2.38435E+00  6.27695E+02  6.57175E+02
    142 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.03052E-03  2.04305E+05 -1.71915E+00 -1.39090E-02  1.10082E-02 -1.43743E+00  2.68224E+00 -2.56120E-04  5.58113E-02  2.67530E+01 -7.73175E+01 -6.98275E-01 -7.03496E-01  1.11732E-02  7.82243E-04  2.38683E+00  6.27799E+02  6.57445E+02
    143 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.02684E-03  2.05067E+05 -1.68558E+00 -1.39023E-02  1.11238E-02 -1.44703E+00  2.71222E+00 -2.63512E-04  5.63879E-02  2.71479E+01 -7.67007E+01 -7.34731E-01 -7.48758E-01  1.11081E-02  7.95321E-04  2.38904E+00  6.27901E+02  6.57709E+02
    144 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.02331E-03  2.05725E+05 -1.65304E+00 -1.38893E-02  1.12332E-02 -1.45646E+00  2.74205E+00 -2.70667E-04  5.69564E-02  2.75435E+01 -7.60871E+01 -7.69987E-01 -7.92547E-01  1.10470E-02  8.08549E-04  2.39100E+00  6.28002E+02  6.57967E+02
    145 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.01992E-03  2.06298E+05 -1.62147E+00 -1.38702E-02  1.13363E-02 -1.46574E+00  2.77174E+00 -2.77574E-04  5.75192E-02  2.79400E+01 -7.54764E+01 -8.04095E-01 -8.34913E-01  1.09899E-02  8.21914E-04  2.39274E+00  6.28101E+02  6.58219E+02
    146 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.01650E-03  2.06806E+05 -1.59086E+00 -1.38451E-02  1.14331E-02 -1.47487E+00  2.80127E+00 -2.84221E-04  5.80787E-02  2.83374E+01 -7.48684E+01 -8.37107E-01 -8.75901E-01  1.09364E-02  8.35408E-04  2.39430E+00  6.28200E+02  6.58466E+02
    147 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.01281E-03  2.07262E+05 -1.56115E+00 -1.38144E-02  1.15239E-02 -1.48386E+00  2.83068E+00 -2.90602E-04  5.86365E-02  2.87361E+01 -7.42627E+01 -8.69077E-01 -9.15545E-01  1.08863E-02  8.49019E-04  2.39569E+00  6.28296E+02  6.58706E+02
    148 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.00925E-03  2.07620E+05 -1.53233E+00 -1.37779E-02  1.16084E-02 -1.49269E+00  2.85996E+00 -2.96718E-04  5.91903E-02  2.91362E+01 -7.36592E+01 -9.00063E-01 -9.53911E-01  1.08394E-02  8.62736E-04  2.39694E+00  6.28391E+02  6.58940E+02
    149 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.00582E-03  2.07851E+05 -1.50436E+00 -1.37356E-02  1.16866E-02 -1.50139E+00  2.88911E+00 -3.02566E-04  5.97387E-02  2.95379E+01 -7.30575E+01 -9.30121E-01 -9.91066E-01  1.07955E-02  8.76548E-04  2.39806E+00  6.28484E+02  6.59165E+02
    150 2014 08 23 16 00 00 000  0.00000E+00 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.00250E-03  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    151 2014 08 23 16 00 00 000  1.09301E-12 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.12296E-11  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    152 2014 08 23 16 00 00 000  6.07384E-12 -1.50000E+01 -1.50000E+01 -1.50000E+01  5.14570E-11  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    153 2014 08 23 16 00 00 000  2.89004E-11 -1.50000E+01 -1.50000E+01 -1.50000E+01  2.35821E-10  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    154 2014 08 23 16 00 00 000  1.32246E-10 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.06767E-09  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    155 2014 08 23 16 00 00 000  5.70862E-10 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.53135E-09  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02841E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    156 2014 08 23 16 00 00 000  2.49463E-09 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.98744E-08  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91814E+00 -3.08144E-04  6.02842E-02  2.99413E+01 -7.24578E+01 -9.59314E-01 -1.02708E+00  1.07546E-02  8.90445E-04  2.39907E+00  6.28575E+02  6.59382E+02
    157 2014 08 23 16 00 00 000  1.14241E-08 -1.50000E+01 -1.50000E+01 -1.50000E+01  9.22503E-08  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91815E+00 -3.08144E-04  6.02842E-02  2.99413E+01 -7.24578E+01 -9.59315E-01 -1.02708E+00  1.07546E-02  8.90446E-04  2.39907E+00  6.28575E+02  6.59382E+02
    158 2014 08 23 16 00 00 000  4.86826E-08 -1.50000E+01 -1.50000E+01 -1.50000E+01  3.84919E-07  2.07974E+05 -1.47721E+00 -1.36878E-02  1.17583E-02 -1.50995E+00  2.91815E+00 -3.08144E-04  6.02842E-02  2.99414E+01 -7.24578E+01 -9.59316E-01 -1.02708E+00  1.07546E-02  8.90446E-04  2.39907E+00  6.28575E+02  6.59382E+02
    159 2014 08 23 16 00 00 000  2.06896E-07 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.63451E-06  2.07974E+05 -1.47720E+00 -1.36878E-02  1.17583E-02 -1.50996E+00  2.91815E+00 -3.08145E-04  6.02843E-02  2.99414E+01 -7.24577E+01 -9.59322E-01 -1.02709E+00  1.07546E-02  8.90449E-04  2.39907E+00  6.28575E+02  6.59382E+02
    160 2014 08 23 16 00 00 000  9.32069E-07 -1.50000E+01 -1.50000E+01 -1.50000E+01  7.49177E-06  2.07974E+05 -1.47718E+00 -1.36878E-02  1.17584E-02 -1.50996E+00  2.91818E+00 -3.08149E-04  6.02848E-02  2.99418E+01 -7.24571E+01 -9.59348E-01 -1.02712E+00  1.07546E-02  8.90460E-04  2.39907E+00  6.28575E+02  6.59382E+02
    161 2014 08 23 16 00 00 000  4.26285E-06 -1.50000E+01 -1.50000E+01 -1.50000E+01  3.44104E-05  2.07976E+05 -1.47706E+00 -1.36876E-02  1.17587E-02 -1.50999E+00  2.91830E+00 -3.08165E-04  6.02872E-02  2.99435E+01 -7.24546E+01 -9.59467E-01 -1.02727E+00  1.07544E-02  8.90511E-04  2.39907E+00  6.28575E+02  6.59382E+02
    162 2014 08 23 16 00 00 000  1.95116E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.57536E-04  2.07980E+05 -1.47653E+00 -1.36868E-02  1.17599E-02 -1.51012E+00  2.91886E+00 -3.08242E-04  6.02980E-02  2.99512E+01 -7.24430E+01 -9.60016E-01 -1.02794E+00  1.07537E-02  8.90747E-04  2.39907E+00  6.28575E+02  6.59382E+02
    163 2014 08 23 16 00 00 000  8.82271E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  7.09919E-04  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62483E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    164 2014 08 23 16 00 00 000  8.82271E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.52163E-10  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62483E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    165 2014 08 23 16 00 00 000  8.82272E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  6.98584E-10  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62483E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    166 2014 08 23 16 00 00 000  8.82275E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  3.17783E-09  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62483E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    167 2014 08 23 16 00 00 000  8.82289E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.40939E-08  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62483E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    168 2014 08 23 16 00 00 000  8.82349E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  6.23022E-08  2.08002E+05 -1.47413E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62484E-01 -1.03098E+00  1.07504E-02  8.91809E-04  2.39907E+00  6.28575E+02  6.59383E+02
    169 2014 08 23 16 00 00 000  8.82625E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  2.85825E-07  2.08002E+05 -1.47412E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92138E+00 -3.08585E-04  6.03468E-02  2.99861E+01 -7.23910E+01 -9.62485E-01 -1.03098E+00  1.07504E-02  8.91810E-04  2.39907E+00  6.28575E+02  6.59383E+02
    170 2014 08 23 16 00 00 000  8.83750E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.16312E-06  2.08002E+05 -1.47412E+00 -1.36832E-02  1.17657E-02 -1.51072E+00  2.92139E+00 -3.08586E-04  6.03469E-02  2.99861E+01 -7.23909E+01 -9.62489E-01 -1.03098E+00  1.07504E-02  8.91811E-04  2.39907E+00  6.28575E+02  6.59383E+02
    171 2014 08 23 16 00 00 000  8.88833E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  5.25577E-06  2.08002E+05 -1.47410E+00 -1.36831E-02  1.17658E-02 -1.51072E+00  2.92141E+00 -3.08588E-04  6.03472E-02  2.99864E+01 -7.23905E+01 -9.62507E-01 -1.03101E+00  1.07504E-02  8.91819E-04  2.39907E+00  6.28575E+02  6.59383E+02
    172 2014 08 23 16 00 00 000  9.12027E-05 -1.50000E+01 -1.50000E+01 -1.50000E+01  2.39811E-05  2.08003E+05 -1.47402E+00 -1.36830E-02  1.17660E-02 -1.51074E+00  2.92149E+00 -3.08600E-04  6.03489E-02  2.99876E+01 -7.23887E+01 -9.62590E-01 -1.03111E+00  1.07503E-02  8.91855E-04  2.39907E+00  6.28575E+02  6.59383E+02
    173 2014 08 23 16 00 00 000  1.01802E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.09596E-04  2.08007E+05 -1.47365E+00 -1.36824E-02  1.17668E-02 -1.51083E+00  2.92188E+00 -3.08652E-04  6.03564E-02  2.99929E+01 -7.23807E+01 -9.62970E-01 -1.03157E+00  1.07498E-02  8.92019E-04  2.39907E+00  6.28575E+02  6.59383E+02
    174 2014 08 23 16 00 00 000  1.49419E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  4.92352E-04  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    175 2014 08 23 16 00 00 000  1.49419E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  3.66677E-11  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    176 2014 08 23 16 00 00 000  1.49419E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.68011E-10  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    177 2014 08 23 16 00 00 000  1.49419E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  7.70392E-10  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    178 2014 08 23 16 00 00 000  1.49420E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  3.49668E-09  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    179 2014 08 23 16 00 00 000  1.49421E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  1.54378E-08  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08888E-04  6.03903E-02  3.00171E+01 -7.23447E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
    180 2014 08 23 16 00 00 000  1.49428E-04 -1.50000E+01 -1.50000E+01 -1.50000E+01  6.87240E-08  2.08022E+05 -1.47199E+00 -1.36799E-02  1.17708E-02 -1.51125E+00  2.92363E+00 -3.08889E-04  6.03903E-02  3.00171E+01 -7.23446E+01 -9.64674E-01 -1.03367E+00  1.07475E-02  8.92755E-04  2.39907E+00  6.28575E+02  6.59383E+02
