Volume averages, fluxes, etc
it t rho dt p ux uy uz bx by bz
     346  1.01374E-01  3.17649E+016  2.21618E-003  8.35327E+010 -2.26238E-003 -2.39647E-012  3.45106E+002  3.25018E+001 -1.21043E-012 -6.10909E-008
     347  1.03590E-01  3.17649E+016  2.21626E-003  8.35325E+010 -2.28568E-003 -2.47572E-012  3.45106E+002  3.25019E+001 -1.16470E-012 -5.84912E-008
     348  1.05807E-01  3.17648E+016  2.21634E-003  8.35323E+010 -2.30877E-003 -2.51487E-012  3.45106E+002  3.25020E+001 -1.11025E-012 -5.57360E-008
     349  1.08023E-01  3.17648E+016  2.21642E-003  8.35321E+010 -2.33166E-003 -2.59694E-012  3.45106E+002  3.25020E+001 -1.05367E-012 -5.28364E-008
     350  1.10239E-01  3.17648E+016  2.21651E-003  8.35319E+010 -2.35441E-003 -2.66078E-012  3.45106E+002  3.25021E+001 -9.99941E-013 -4.98110E-008
     351  1.12456E-01  3.17647E+016  2.21659E-003  8.35316E+010 -2.37700E-003 -2.71856E-012  3.45106E+002  3.25022E+001 -9.41282E-013 -4.66879E-008
     352  1.14673E-01  3.17647E+016  2.21667E-003  8.35314E+010 -2.39940E-003 -2.74543E-012  3.45106E+002  3.25022E+001 -8.83537E-013 -4.34491E-008
     353  1.16890E-01  3.17647E+016  2.21675E-003  8.35312E+010 -2.42162E-003 -2.83646E-012  3.45106E+002  3.25023E+001 -8.24172E-013 -4.01478E-008
     354  1.19106E-01  3.17646E+016  2.21683E-003  8.35310E+010 -2.44371E-003 -2.89495E-012  3.45106E+002  3.25024E+001 -7.62422E-013 -3.68141E-008
     355  1.21323E-01  3.17646E+016  2.21691E-003  8.35308E+010 -2.46561E-003 -2.99293E-012  3.45107E+002  3.25024E+001 -6.95311E-013 -3.34440E-008
     356  1.23540E-01  3.17646E+016  2.21699E-003  8.35305E+010 -2.48734E-003 -3.11000E-012  3.45107E+002  3.25025E+001 -6.27533E-013 -3.00494E-008
     357  1.25757E-01  3.17645E+016  2.21707E-003  8.35303E+010 -2.50891E-003 -3.11290E-012  3.45107E+002  3.25026E+001 -5.58957E-013 -2.66342E-008
     358  1.27974E-01  3.17645E+016  2.21715E-003  8.35301E+010 -2.53033E-003 -3.25389E-012  3.45107E+002  3.25026E+001 -4.91809E-013 -2.31818E-008
     359  1.30192E-01  3.17645E+016  2.21723E-003  8.35299E+010 -2.55159E-003 -3.32730E-012  3.45107E+002  3.25027E+001 -4.19881E-013 -1.96907E-008
     360  1.32409E-01  3.17644E+016  2.21731E-003  8.35296E+010 -2.57271E-003 -3.48649E-012  3.45107E+002  3.25028E+001 -3.48781E-013 -1.60844E-008
     361  1.34626E-01  3.17644E+016  2.21739E-003  8.35294E+010 -2.59375E-003 -3.67150E-012  3.45107E+002  3.25029E+001 -2.72618E-013 -1.21360E-008
     362  1.36844E-01  3.17643E+016  2.21747E-003  8.35292E+010 -2.61466E-003 -3.71354E-012  3.45107E+002  3.25029E+001 -2.01158E-013 -8.15038E-009
     363  1.39061E-01  3.17643E+016  2.21755E-003  8.35290E+010 -2.63546E-003 -3.80747E-012  3.45107E+002  3.25030E+001 -1.26595E-013 -4.12568E-009
     364  1.41279E-01  3.17643E+016  2.21763E-003  8.35288E+010 -2.65619E-003 -3.88789E-012  3.45108E+002  3.25031E+001 -5.20883E-014 -5.65910E-011
     365  1.43497E-01  3.17642E+016  2.21771E-003  8.35285E+010 -2.67685E-003 -3.90559E-012  3.45108E+002  3.25031E+001  2.51044E-014  4.05826E-009
     366  1.45715E-01  3.17642E+016  2.21779E-003  8.35283E+010 -2.69740E-003 -3.89399E-012  3.45108E+002  3.25032E+001  9.94587E-014  8.19586E-009
     367  1.47932E-01  3.17642E+016  2.21786E-003  8.35281E+010 -2.71783E-003 -3.90822E-012  3.45108E+002  3.25033E+001  1.82668E-013  1.23443E-008
     368  1.50150E-01  3.17641E+016  2.21794E-003  8.35279E+010 -2.73814E-003 -3.91850E-012  3.45108E+002  3.25033E+001  2.61746E-013  1.65352E-008
     369  1.52368E-01  3.17641E+016  2.21802E-003  8.35276E+010 -2.75836E-003 -3.90786E-012  3.45108E+002  3.25034E+001  3.48133E-013  2.08053E-008
     370  1.54586E-01  3.17641E+016  2.21810E-003  8.35274E+010 -2.77848E-003 -3.91869E-012  3.45108E+002  3.25035E+001  4.36169E-013  2.51534E-008
     371  1.56805E-01  3.17640E+016  2.21818E-003  8.35272E+010 -2.79852E-003 -3.92880E-012  3.45108E+002  3.25035E+001  5.32872E-013  2.94596E-008
     372  1.59023E-01  3.17640E+016  2.21825E-003  8.35270E+010 -2.81847E-003 -3.92423E-012  3.45108E+002  3.25036E+001  6.31989E-013  3.38498E-008
     373  1.61241E-01  3.17640E+016  2.21833E-003  8.35268E+010 -2.83834E-003 -3.90083E-012  3.45109E+002  3.25037E+001  7.32404E-013  3.83452E-008
     374  1.63460E-01  3.17639E+016  2.21841E-003  8.35265E+010 -2.85814E-003 -3.94522E-012  3.45109E+002  3.25038E+001  8.36756E-013  4.28959E-008
     375  1.65678E-01  3.17639E+016  2.21848E-003  8.35263E+010 -2.87786E-003 -3.99710E-012  3.45109E+002  3.25038E+001  9.44142E-013  4.75261E-008
     376  1.67897E-01  3.17639E+016  2.21856E-003  8.35261E+010 -2.89750E-003 -4.00120E-012  3.45109E+002  3.25039E+001  1.04872E-012  5.22223E-008
     377  1.70115E-01  3.17638E+016  2.21864E-003  8.35259E+010 -2.91707E-003 -4.04848E-012  3.45109E+002  3.25040E+001  1.15760E-012  5.70032E-008
     378  1.72334E-01  3.17638E+016  2.21871E-003  8.35256E+010 -2.93657E-003 -4.09834E-012  3.45109E+002  3.25040E+001  1.26765E-012  6.18746E-008
     379  1.74553E-01  3.17638E+016  2.21879E-003  8.35254E+010 -2.95600E-003 -4.15665E-012  3.45109E+002  3.25041E+001  1.38069E-012  6.68345E-008
     380  1.76772E-01  3.17637E+016  2.21886E-003  8.35252E+010 -2.97537E-003 -4.16128E-012  3.45109E+002  3.25042E+001  1.49392E-012  7.18861E-008
     381  1.78991E-01  3.17637E+016  2.21894E-003  8.35250E+010 -2.99467E-003 -4.14009E-012  3.45110E+002  3.25042E+001  1.60937E-012  7.70278E-008
     382  1.81210E-01  3.17636E+016  2.21902E-003  8.35247E+010 -3.01398E-003 -4.13248E-012  3.45110E+002  3.25043E+001  1.72760E-012  8.22183E-008
     383  1.83429E-01  3.17636E+016  2.21909E-003  8.35245E+010 -3.03324E-003 -4.09781E-012  3.45110E+002  3.25044E+001  1.84908E-012  8.75284E-008
     384  1.85648E-01  3.17636E+016  2.21917E-003  8.35243E+010 -3.05243E-003 -4.07526E-012  3.45110E+002  3.25044E+001  1.97311E-012  9.29201E-008
     385  1.87867E-01  3.17635E+016  2.21924E-003  8.35241E+010 -3.07156E-003 -3.97159E-012  3.45110E+002  3.25045E+001  2.10007E-012  9.83786E-008
     386  1.90086E-01  3.17635E+016  2.21932E-003  8.35239E+010 -3.09064E-003 -3.89086E-012  3.45110E+002  3.25046E+001  2.22455E-012  1.03934E-007
     387  1.92306E-01  3.17635E+016  2.21939E-003  8.35236E+010 -3.10965E-003 -3.82968E-012  3.45110E+002  3.25047E+001  2.35698E-012  1.09577E-007
     388  1.94525E-01  3.17634E+016  2.21947E-003  8.35234E+010 -3.12860E-003 -3.86394E-012  3.45110E+002  3.25047E+001  2.48655E-012  1.15298E-007
     389  1.96745E-01  3.17634E+016  2.21954E-003  8.35232E+010 -3.14749E-003 -3.81512E-012  3.45111E+002  3.25048E+001  2.62322E-012  1.21096E-007
     390  1.98964E-01  3.17634E+016  2.21962E-003  8.35230E+010 -3.16632E-003 -3.84788E-012  3.45111E+002  3.25049E+001  2.75719E-012  1.26962E-007
     391  2.01184E-01  3.17633E+016  2.21969E-003  8.35227E+010 -3.18509E-003 -3.72698E-012  3.45111E+002  3.25049E+001  2.89552E-012  1.32866E-007
     392  2.03404E-01  3.17633E+016  2.21977E-003  8.35225E+010 -3.20381E-003 -3.59200E-012  3.45111E+002  3.25050E+001  3.03749E-012  1.38812E-007
     393  2.05624E-01  3.17633E+016  2.21984E-003  8.35223E+010 -3.22249E-003 -3.44815E-012  3.45111E+002  3.25051E+001  3.17800E-012  1.44810E-007
     394  2.07844E-01  3.17632E+016  2.21991E-003  8.35221E+010 -3.24113E-003 -3.33255E-012  3.45111E+002  3.25051E+001  3.32248E-012  1.50859E-007
     395  2.10064E-01  3.17632E+016  2.21999E-003  8.35219E+010 -3.25974E-003 -3.22806E-012  3.45111E+002  3.25052E+001  3.46672E-012  1.56958E-007
     396  2.12284E-01  3.17632E+016  2.22006E-003  8.35216E+010 -3.27832E-003 -3.11226E-012  3.45111E+002  3.25053E+001  3.61549E-012  1.63108E-007
     397  2.14504E-01  3.17631E+016  2.22014E-003  8.35214E+010 -3.29686E-003 -3.13516E-012  3.45111E+002  3.25053E+001  3.77784E-012  1.69314E-007
     398  2.16724E-01  3.17631E+016  2.22021E-003  8.35212E+010 -3.31538E-003 -3.05385E-012  3.45112E+002  3.25054E+001  3.94180E-012  1.75588E-007
     399  2.18944E-01  3.17631E+016  2.22028E-003  8.35210E+010 -3.33388E-003 -2.83527E-012  3.45112E+002  3.25055E+001  4.11317E-012  1.81939E-007
     400  2.21165E-01  3.17630E+016  2.22036E-003  8.35207E+010 -3.35237E-003 -2.69170E-012  3.45112E+002  3.25056E+001  4.28253E-012  1.88367E-007
     401  2.23385E-01  3.17630E+016  2.22043E-003  8.35205E+010 -3.37083E-003 -2.34116E-012  3.45112E+002  3.25056E+001  4.45426E-012  1.94873E-007
     402  2.25606E-01  3.17629E+016  2.22051E-003  8.35203E+010 -3.38928E-003 -2.14722E-012  3.45112E+002  3.25057E+001  4.63041E-012  2.01470E-007
     403  2.27826E-01  3.17629E+016  2.22058E-003  8.35201E+010 -3.40771E-003 -1.92565E-012  3.45112E+002  3.25058E+001  4.80163E-012  2.08157E-007
     404  2.30047E-01  3.17629E+016  2.22065E-003  8.35198E+010 -3.42611E-003 -1.68104E-012  3.45112E+002  3.25058E+001  4.98450E-012  2.14923E-007
     405  2.32268E-01  3.17628E+016  2.22073E-003  8.35196E+010 -3.44449E-003 -1.45203E-012  3.45112E+002  3.25059E+001  5.16365E-012  2.21767E-007
     406  2.34488E-01  3.17628E+016  2.22080E-003  8.35194E+010 -3.46284E-003 -1.18534E-012  3.45113E+002  3.25060E+001  5.34212E-012  2.28669E-007
     407  2.36709E-01  3.17628E+016  2.22087E-003  8.35192E+010 -3.48117E-003 -9.89575E-013  3.45113E+002  3.25060E+001  5.52789E-012  2.35651E-007
     408  2.38930E-01  3.17627E+016  2.22095E-003  8.35190E+010 -3.49947E-003 -7.35229E-013  3.45113E+002  3.25061E+001  5.71488E-012  2.42689E-007
     409  2.41151E-01  3.17627E+016  2.22102E-003  8.35187E+010 -3.51776E-003 -5.07350E-013  3.45113E+002  3.25062E+001  5.90251E-012  2.49770E-007
     410  2.43372E-01  3.17627E+016  2.22109E-003  8.35185E+010 -3.53603E-003 -3.17140E-013  3.45113E+002  3.25062E+001  6.09200E-012  2.56950E-007
     411  2.45594E-01  3.17626E+016  2.22116E-003  8.35183E+010 -3.55429E-003 -1.24227E-013  3.45113E+002  3.25063E+001  6.28568E-012  2.64218E-007
     412  2.47815E-01  3.17626E+016  2.22124E-003  8.35181E+010 -3.57254E-003  1.35230E-013  3.45113E+002  3.25064E+001  6.47853E-012  2.71550E-007
     413  2.50036E-01  3.17626E+016  2.22131E-003  8.35178E+010 -3.59079E-003  3.74002E-013  3.45113E+002  3.25065E+001  6.67202E-012  2.78944E-007
     414  2.52257E-01  3.17625E+016  2.22138E-003  8.35176E+010 -3.60902E-003  5.74539E-013  3.45114E+002  3.25065E+001  6.86925E-012  2.86400E-007
     415  2.54479E-01  3.17625E+016  2.22146E-003  8.35174E+010 -3.62724E-003  8.38652E-013  3.45114E+002  3.25066E+001  7.06667E-012  2.93919E-007
     416  2.56700E-01  3.17625E+016  2.22153E-003  8.35172E+010 -3.64546E-003  9.70465E-013  3.45114E+002  3.25067E+001  7.26835E-012  3.01493E-007
     417  2.58922E-01  3.17624E+016  2.22160E-003  8.35170E+010 -3.66367E-003  1.16424E-012  3.45114E+002  3.25067E+001  7.47100E-012  3.09117E-007
     418  2.61144E-01  3.17624E+016  2.22167E-003  8.35167E+010 -3.68187E-003  1.35820E-012  3.45114E+002  3.25068E+001  7.67720E-012  3.16792E-007
     419  2.63365E-01  3.17624E+016  2.22175E-003  8.35165E+010 -3.70007E-003  1.50064E-012  3.45114E+002  3.25069E+001  7.88716E-012  3.24522E-007
     420  2.65587E-01  3.17623E+016  2.22182E-003  8.35163E+010 -3.71826E-003  1.64780E-012  3.45114E+002  3.25069E+001  8.09381E-012  3.32322E-007
     421  2.67809E-01  3.17623E+016  2.22189E-003  8.35161E+010 -3.73646E-003  1.77629E-012  3.45114E+002  3.25070E+001  8.30668E-012  3.40192E-007
     422  2.70031E-01  3.17622E+016  2.22196E-003  8.35158E+010 -3.75465E-003  1.94955E-012  3.45115E+002  3.25071E+001  8.51903E-012  3.48129E-007
     423  2.72253E-01  3.17622E+016  2.22203E-003  8.35156E+010 -3.77283E-003  2.12253E-012  3.45115E+002  3.25071E+001  8.73269E-012  3.56135E-007
     424  2.74475E-01  3.17622E+016  2.22211E-003  8.35154E+010 -3.79102E-003  2.29161E-012  3.45115E+002  3.25072E+001  8.94933E-012  3.64207E-007
     425  2.76697E-01  3.17621E+016  2.22218E-003  8.35152E+010 -3.80920E-003  2.45981E-012  3.45115E+002  3.25073E+001  9.16810E-012  3.72343E-007
     426  2.78920E-01  3.17621E+016  2.22225E-003  8.35149E+010 -3.82738E-003  2.65753E-012  3.45115E+002  3.25074E+001  9.38762E-012  3.80542E-007
     427  2.81142E-01  3.17621E+016  2.22232E-003  8.35147E+010 -3.84556E-003  3.00060E-012  3.45115E+002  3.25074E+001  9.60906E-012  3.88804E-007
     428  2.83364E-01  3.17620E+016  2.22239E-003  8.35145E+010 -3.86373E-003  3.20284E-012  3.45115E+002  3.25075E+001  9.83215E-012  3.97115E-007
     429  2.85587E-01  3.17620E+016  2.22246E-003  8.35143E+010 -3.88191E-003  3.36488E-012  3.45115E+002  3.25076E+001  1.00573E-011  4.05467E-007
     430  2.87809E-01  3.17620E+016  2.22254E-003  8.35141E+010 -3.90008E-003  3.49768E-012  3.45116E+002  3.25076E+001  1.02796E-011  4.13857E-007
     431  2.90032E-01  3.17619E+016  2.22261E-003  8.35138E+010 -3.91825E-003  3.71301E-012  3.45116E+002  3.25077E+001  1.05028E-011  4.22289E-007
     432  2.92255E-01  3.17619E+016  2.22268E-003  8.35136E+010 -3.93643E-003  3.89401E-012  3.45116E+002  3.25078E+001  1.07273E-011  4.30779E-007
     433  2.94477E-01  3.17619E+016  2.22275E-003  8.35134E+010 -3.95461E-003  4.12823E-012  3.45116E+002  3.25078E+001  1.09527E-011  4.39326E-007
     434  2.96700E-01  3.17618E+016  2.22282E-003  8.35132E+010 -3.97280E-003  4.20588E-012  3.45116E+002  3.25079E+001  1.11839E-011  4.47913E-007
     435  2.98923E-01  3.17618E+016  2.22289E-003  8.35129E+010 -3.99099E-003  4.30404E-012  3.45116E+002  3.25080E+001  1.14137E-011  4.56551E-007
     436  3.01146E-01  3.17618E+016  2.22296E-003  8.35127E+010 -4.00918E-003  4.39886E-012  3.45116E+002  3.25081E+001  1.16411E-011  4.65239E-007
     437  3.03369E-01  3.17617E+016  2.22303E-003  8.35125E+010 -4.02737E-003  4.41561E-012  3.45116E+002  3.25081E+001  1.18773E-011  4.73975E-007
     438  3.05592E-01  3.17617E+016  2.22310E-003  8.35123E+010 -4.04557E-003  4.48105E-012  3.45117E+002  3.25082E+001  1.21050E-011  4.82759E-007
     439  3.07815E-01  3.17617E+016  2.22318E-003  8.35120E+010 -4.06376E-003  4.58243E-012  3.45117E+002  3.25083E+001  1.23434E-011  4.91592E-007
     440  3.10039E-01  3.17616E+016  2.22325E-003  8.35118E+010 -4.08196E-003  4.06895E-012  3.45117E+002  3.25083E+001  1.25704E-011  5.00483E-007
     441  3.12262E-01  3.17616E+016  2.22332E-003  8.35116E+010 -4.10016E-003  4.12220E-012  3.45117E+002  3.25084E+001  1.27985E-011  5.09419E-007
     442  3.14485E-01  3.17615E+016  2.22339E-003  8.35114E+010 -4.11837E-003  4.17932E-012  3.45117E+002  3.25085E+001  1.30320E-011  5.18396E-007
     443  3.16709E-01  3.17615E+016  2.22346E-003  8.35111E+010 -4.13658E-003  4.17622E-012  3.45117E+002  3.25085E+001  1.32637E-011  5.27422E-007
     444  3.18932E-01  3.17615E+016  2.22353E-003  8.35109E+010 -4.15478E-003  4.20516E-012  3.45117E+002  3.25086E+001  1.34957E-011  5.36505E-007
     445  3.21156E-01  3.17614E+016  2.22360E-003  8.35107E+010 -4.17298E-003  4.12631E-012  3.45117E+002  3.25087E+001  1.37278E-011  5.45629E-007
     446  3.23380E-01  3.17614E+016  2.22367E-003  8.35105E+010 -4.19116E-003  4.15819E-012  3.45118E+002  3.25087E+001  1.39625E-011  5.54788E-007
     447  3.25603E-01  3.17614E+016  2.22374E-003  8.35103E+010 -4.20935E-003  4.15614E-012  3.45118E+002  3.25088E+001  1.41989E-011  5.63982E-007
     448  3.27827E-01  3.17613E+016  2.22381E-003  8.35100E+010 -4.22752E-003  4.09188E-012  3.45118E+002  3.25089E+001  1.44350E-011  5.73210E-007
     449  3.30051E-01  3.17613E+016  2.22388E-003  8.35098E+010 -4.24569E-003  4.11020E-012  3.45118E+002  3.25090E+001  1.46740E-011  5.82477E-007
     450  3.32275E-01  3.17613E+016  2.22395E-003  8.35096E+010 -4.26385E-003  4.12389E-012  3.45118E+002  3.25090E+001  1.49119E-011  5.91788E-007
     451  3.34499E-01  3.17612E+016  2.22402E-003  8.35094E+010 -4.28201E-003  4.11212E-012  3.45118E+002  3.25091E+001  1.51480E-011  6.01162E-007
     452  3.36723E-01  3.17612E+016  2.22408E-003  8.35091E+010 -4.30015E-003  4.12968E-012  3.45118E+002  3.25092E+001  1.53930E-011  6.10599E-007
     453  3.38947E-01  3.17612E+016  2.22415E-003  8.35089E+010 -4.31829E-003  4.22798E-012  3.45118E+002  3.25092E+001  1.56303E-011  6.20095E-007
     454  3.41171E-01  3.17611E+016  2.22422E-003  8.35087E+010 -4.33642E-003  4.16604E-012  3.45119E+002  3.25093E+001  1.58719E-011  6.29666E-007
     455  3.43396E-01  3.17611E+016  2.22429E-003  8.35085E+010 -4.35455E-003  4.11152E-012  3.45119E+002  3.25094E+001  1.61134E-011  6.39324E-007
     456  3.45620E-01  3.17611E+016  2.22436E-003  8.35082E+010 -4.37266E-003  4.16150E-012  3.45119E+002  3.25094E+001  1.63569E-011  6.49054E-007
     457  3.47845E-01  3.17610E+016  2.22443E-003  8.35080E+010 -4.39077E-003  4.13896E-012  3.45119E+002  3.25095E+001  1.66012E-011  6.58856E-007
     458  3.50069E-01  3.17610E+016  2.22450E-003  8.35078E+010 -4.40887E-003  4.10852E-012  3.45119E+002  3.25096E+001  1.68454E-011  6.68731E-007
     459  3.52294E-01  3.17609E+016  2.22457E-003  8.35076E+010 -4.42696E-003  4.12897E-012  3.45119E+002  3.25096E+001  1.70913E-011  6.78679E-007
     460  3.54518E-01  3.17609E+016  2.22464E-003  8.35073E+010 -4.44504E-003  4.18243E-012  3.45119E+002  3.25097E+001  1.73388E-011  6.88695E-007
     461  3.56743E-01  3.17609E+016  2.22471E-003  8.35071E+010 -4.46311E-003  4.19386E-012  3.45119E+002  3.25098E+001  1.75863E-011  6.98777E-007
     462  3.58968E-01  3.17608E+016  2.22477E-003  8.35069E+010 -4.48118E-003  4.24373E-012  3.45120E+002  3.25099E+001  1.78374E-011  7.08916E-007
