LOS table - Multiple Instruments: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 1 10
200 14
0.0
l10T l10ne AIA:94 AIA:131 AIA:171 AIA:193 AIA:211 AIA:304 AIA:335 XRT:Al-mesh XRT:Al-poly XRT:Ti-poly
5.11557e+00 1.03846e+01 3.91690e-05 9.03671e-03 6.33475e-02 1.73748e-01 2.83879e-01 9.68586e-01 2.94239e-02 1.81970e-02 1.15137e-03 2.87238e-05
5.13316e+00 1.03846e+01 4.99397e-05 1.00043e-02 6.99385e-02 1.87946e-01 3.22954e-01 9.04247e-01 3.11325e-02 1.96385e-02 1.22913e-03 3.10704e-05
5.15075e+00 1.03846e+01 6.30444e-05 1.10194e-02 8.02962e-02 2.11845e-01 3.71946e-01 8.45871e-01 3.28270e-02 2.15991e-02 1.33753e-03 3.42047e-05
5.16834e+00 1.03846e+01 7.88703e-05 1.20990e-02 9.65206e-02 2.50729e-01 4.32005e-01 7.92909e-01 3.44258e-02 2.42669e-02 1.49016e-03 3.85252e-05
5.18592e+00 1.03846e+01 9.78632e-05 1.32816e-02 1.21521e-01 3.11853e-01 5.03877e-01 7.44878e-01 3.58177e-02 2.78844e-02 1.70523e-03 4.45924e-05
5.20351e+00 1.03846e+01 1.20532e-04 1.46409e-02 1.59221e-01 4.04549e-01 5.87421e-01 7.01300e-01 3.68723e-02 3.27485e-02 2.00612e-03 5.31760e-05
5.22110e+00 1.03846e+01 1.47442e-04 1.63060e-02 2.14348e-01 5.40266e-01 6.81503e-01 6.61571e-01 3.75012e-02 3.92124e-02 2.42149e-03 6.52698e-05
5.23869e+00 1.03846e+01 1.79300e-04 1.84965e-02 2.93102e-01 7.33062e-01 7.84794e-01 6.24952e-01 3.77335e-02 4.77369e-02 2.98916e-03 8.22231e-05
5.25628e+00 1.03846e+01 2.17056e-04 2.15740e-02 4.03030e-01 9.99137e-01 8.95464e-01 5.90811e-01 3.76479e-02 5.88868e-02 3.75654e-03 1.05789e-04
5.27386e+00 1.03846e+01 2.62096e-04 2.61177e-02 5.53060e-01 1.35570e+00 1.01108e+00 5.58600e-01 3.73487e-02 7.33275e-02 4.78141e-03 1.38199e-04
5.29145e+00 1.03846e+01 3.16613e-04 3.30301e-02 7.53441e-01 1.81901e+00 1.12863e+00 5.27814e-01 3.69558e-02 9.18136e-02 6.13240e-03 1.82213e-04
5.30904e+00 1.03846e+01 3.84186e-04 4.36813e-02 1.01548e+00 2.40115e+00 1.24447e+00 4.97950e-01 3.65999e-02 1.15154e-01 7.88829e-03 2.41145e-04
5.32663e+00 1.03846e+01 4.70339e-04 6.00671e-02 1.35011e+00 3.10305e+00 1.35420e+00 4.68201e-01 3.64634e-02 1.44060e-01 1.01288e-02 3.18772e-04
5.34422e+00 1.03846e+01 5.83160e-04 8.49319e-02 1.76606e+00 3.90561e+00 1.45195e+00 4.37625e-01 3.67685e-02 1.78906e-01 1.29197e-02 4.19190e-04
5.36180e+00 1.03846e+01 7.33961e-04 1.21738e-01 2.26851e+00 4.76270e+00 1.52966e+00 4.05595e-01 3.77277e-02 2.19496e-01 1.62939e-02 5.46400e-04
5.37939e+00 1.03846e+01 9.37285e-04 1.74301e-01 2.85774e+00 5.59713e+00 1.57725e+00 3.71906e-01 3.95182e-02 2.64768e-01 2.02244e-02 7.03582e-04
5.39698e+00 1.03846e+01 1.20957e-03 2.45819e-01 3.52851e+00 6.30404e+00 1.58412e+00 3.36859e-01 4.22168e-02 3.12497e-01 2.45899e-02 8.91897e-04
5.41457e+00 1.03846e+01 1.56637e-03 3.37496e-01 4.27708e+00 6.77615e+00 1.54353e+00 3.01449e-01 4.57308e-02 3.59626e-01 2.91820e-02 1.11013e-03
5.43216e+00 1.03846e+01 2.02331e-03 4.49315e-01 5.14389e+00 6.98855e+00 1.46435e+00 2.67806e-01 4.99679e-02 4.05565e-01 3.39618e-02 1.36139e-03
5.44974e+00 1.03846e+01 2.59469e-03 5.80191e-01 6.20915e+00 6.97801e+00 1.36170e+00 2.37679e-01 5.48075e-02 4.51614e-01 3.90359e-02 1.65302e-03
5.46733e+00 1.03846e+01 3.29010e-03 7.27472e-01 7.57391e+00 6.80362e+00 1.24931e+00 2.11899e-01 6.00622e-02 4.99567e-01 4.45557e-02 1.99410e-03
5.48492e+00 1.03846e+01 4.11161e-03 8.86914e-01 9.34588e+00 6.52965e+00 1.13793e+00 1.90590e-01 6.55102e-02 5.51212e-01 5.06803e-02 2.39444e-03
5.50251e+00 1.03846e+01 5.05034e-03 1.05262e+00 1.16167e+01 6.21221e+00 1.03485e+00 1.73413e-01 7.09092e-02 6.07790e-01 5.75253e-02 2.86297e-03
5.52010e+00 1.03846e+01 6.08769e-03 1.21837e+00 1.44554e+01 5.90012e+00 9.45196e-01 1.59808e-01 7.61001e-02 6.70397e-01 6.51974e-02 3.40966e-03
5.53768e+00 1.03846e+01 7.20556e-03 1.38057e+00 1.79390e+01 5.63806e+00 8.73020e-01 1.49174e-01 8.12098e-02 7.41353e-01 7.39374e-02 4.05279e-03
5.55527e+00 1.03846e+01 8.38327e-03 1.53638e+00 2.21166e+01 5.43944e+00 8.18414e-01 1.40876e-01 8.64143e-02 8.22160e-01 8.39280e-02 4.81365e-03
5.57286e+00 1.03846e+01 9.59610e-03 1.68285e+00 2.69947e+01 5.29422e+00 7.79027e-01 1.34350e-01 9.18455e-02 9.13130e-01 9.52404e-02 5.71503e-03
5.59045e+00 1.03846e+01 1.08155e-02 1.81651e+00 3.25305e+01 5.18111e+00 7.51693e-01 1.29143e-01 9.75610e-02 1.01346e+00 1.07826e-01 6.78115e-03
5.60804e+00 1.03846e+01 1.20101e-02 1.93332e+00 3.86254e+01 5.07635e+00 7.33324e-01 1.24915e-01 1.03530e-01 1.12134e+00 1.21518e-01 8.03770e-03
5.62562e+00 1.03846e+01 1.31546e-02 2.02949e+00 4.51505e+01 4.96102e+00 7.21128e-01 1.21452e-01 1.09593e-01 1.23462e+00 1.36093e-01 9.51261e-03
5.64321e+00 1.03846e+01 1.42369e-02 2.10199e+00 5.19771e+01 4.82617e+00 7.13252e-01 1.18677e-01 1.15481e-01 1.35171e+00 1.51375e-01 1.12408e-02
5.66080e+00 1.03846e+01 1.52519e-02 2.14767e+00 5.89574e+01 4.66950e+00 7.09064e-01 1.16601e-01 1.20892e-01 1.47111e+00 1.67191e-01 1.32650e-02
5.67839e+00 1.03846e+01 1.62011e-02 2.16327e+00 6.59207e+01 4.49300e+00 7.08807e-01 1.15293e-01 1.25541e-01 1.59126e+00 1.83357e-01 1.56364e-02
5.69598e+00 1.03846e+01 1.70919e-02 2.14575e+00 7.26686e+01 4.30137e+00 7.13206e-01 1.14850e-01 1.29232e-01 1.71040e+00 1.99672e-01 1.84158e-02
5.71356e+00 1.03846e+01 1.79421e-02 2.09370e+00 7.89848e+01 4.10165e+00 7.23252e-01 1.15377e-01 1.31968e-01 1.82677e+00 2.15944e-01 2.16764e-02
5.73115e+00 1.03846e+01 1.88056e-02 2.01186e+00 8.47359e+01 3.90384e+00 7.41069e-01 1.17102e-01 1.34286e-01 1.94046e+00 2.32218e-01 2.55246e-02
5.74874e+00 1.03846e+01 1.97701e-02 1.90811e+00 8.98483e+01 3.72000e+00 7.68229e-01 1.20281e-01 1.37043e-01 2.05291e+00 2.48728e-01 3.01014e-02
5.76633e+00 1.03846e+01 2.09436e-02 1.79016e+00 9.42627e+01 3.56244e+00 8.04832e-01 1.25096e-01 1.41124e-01 2.16586e+00 2.65778e-01 3.55739e-02
5.78391e+00 1.03846e+01 2.24460e-02 1.66470e+00 9.79285e+01 3.44416e+00 8.49717e-01 1.31589e-01 1.47270e-01 2.28115e+00 2.83726e-01 4.21297e-02
5.80150e+00 1.03846e+01 2.43942e-02 1.53705e+00 1.00798e+02 3.37945e+00 9.00678e-01 1.39596e-01 1.55893e-01 2.40039e+00 3.02942e-01 4.99541e-02
5.81909e+00 1.03846e+01 2.68856e-02 1.41097e+00 1.02816e+02 3.38425e+00 9.54799e-01 1.48748e-01 1.67017e-01 2.52462e+00 3.23744e-01 5.92156e-02
5.83668e+00 1.03846e+01 2.99962e-02 1.28811e+00 1.03890e+02 3.47788e+00 1.01044e+00 1.58678e-01 1.80335e-01 2.65437e+00 3.46452e-01 7.01691e-02
5.85427e+00 1.03846e+01 3.37630e-02 1.16854e+00 1.03920e+02 3.68784e+00 1.06683e+00 1.68893e-01 1.94976e-01 2.78989e+00 3.71411e-01 8.31328e-02
5.87185e+00 1.03846e+01 3.81606e-02 1.05168e+00 1.02805e+02 4.05228e+00 1.12427e+00 1.78747e-01 2.09762e-01 2.93095e+00 3.98966e-01 9.84651e-02
5.88944e+00 1.03846e+01 4.30796e-02 9.37020e-01 1.00452e+02 4.62142e+00 1.18470e+00 1.87473e-01 2.23409e-01 3.07643e+00 4.29406e-01 1.16529e-01
5.90703e+00 1.03846e+01 4.83074e-02 8.24454e-01 9.67878e+01 5.45673e+00 1.25247e+00 1.94237e-01 2.34642e-01 3.22379e+00 4.62878e-01 1.37623e-01
5.92462e+00 1.03846e+01 5.35540e-02 7.15435e-01 9.17951e+01 6.63279e+00 1.33575e+00 1.98528e-01 2.42573e-01 3.36994e+00 4.99471e-01 1.61975e-01
5.94221e+00 1.03846e+01 5.84777e-02 6.12492e-01 8.55324e+01 8.23700e+00 1.44895e+00 2.00455e-01 2.46958e-01 3.51193e+00 5.39328e-01 1.89811e-01
5.95979e+00 1.03846e+01 6.26526e-02 5.17606e-01 7.81107e+01 1.03523e+01 1.61217e+00 2.00546e-01 2.47883e-01 3.64495e+00 5.82410e-01 2.21233e-01
5.97738e+00 1.03846e+01 6.55930e-02 4.32106e-01 6.97021e+01 1.30343e+01 1.85138e+00 1.99779e-01 2.45689e-01 3.76192e+00 6.28423e-01 2.56128e-01
5.99497e+00 1.03846e+01 6.68012e-02 3.56764e-01 6.05507e+01 1.62722e+01 2.19641e+00 1.99564e-01 2.40857e-01 3.85306e+00 6.76754e-01 2.94044e-01
6.01256e+00 1.03846e+01 6.58793e-02 2.91810e-01 5.10035e+01 1.99470e+01 2.67556e+00 2.01730e-01 2.33969e-01 3.90769e+00 7.26688e-01 3.34152e-01
6.03015e+00 1.03846e+01 6.29621e-02 2.37630e-01 4.16778e+01 2.39041e+01 3.32129e+00 2.08920e-01 2.26636e-01 3.93154e+00 7.79564e-01 3.76031e-01
6.04773e+00 1.03846e+01 5.84683e-02 1.93739e-01 3.31279e+01 2.79628e+01 4.16583e+00 2.23590e-01 2.20037e-01 3.93751e+00 8.37645e-01 4.19559e-01
6.06532e+00 1.03846e+01 5.28328e-02 1.59219e-01 2.56614e+01 3.18736e+01 5.22946e+00 2.47338e-01 2.14171e-01 3.93372e+00 9.02703e-01 4.64556e-01
6.08291e+00 1.03846e+01 4.64779e-02 1.32888e-01 1.93941e+01 3.53205e+01 6.50974e+00 2.80748e-01 2.08324e-01 3.92283e+00 9.75894e-01 5.10664e-01
6.10050e+00 1.03846e+01 3.98009e-02 1.13492e-01 1.43073e+01 3.79385e+01 7.96866e+00 3.22994e-01 2.01909e-01 3.90230e+00 1.05773e+00 5.57256e-01
6.11809e+00 1.03846e+01 3.31855e-02 9.98660e-02 1.03074e+01 3.93968e+01 9.52941e+00 3.71503e-01 1.94036e-01 3.86841e+00 1.14841e+00 6.03510e-01
6.13567e+00 1.03846e+01 2.70166e-02 9.09806e-02 7.26772e+00 3.95827e+01 1.11110e+01 4.22662e-01 1.85737e-01 3.82600e+00 1.24913e+00 6.49189e-01
6.15326e+00 1.03846e+01 2.15547e-02 8.58074e-02 5.02829e+00 3.85115e+01 1.26185e+01 4.71303e-01 1.78348e-01 3.77922e+00 1.36077e+00 6.94073e-01
6.17085e+00 1.03846e+01 1.69289e-02 8.34256e-02 3.42390e+00 3.62821e+01 1.39380e+01 5.10826e-01 1.73294e-01 3.72946e+00 1.48353e+00 7.37685e-01
6.18844e+00 1.03846e+01 1.31654e-02 8.30408e-02 2.30349e+00 3.30663e+01 1.49410e+01 5.34054e-01 1.72021e-01 3.67629e+00 1.61695e+00 7.79258e-01
6.20602e+00 1.03846e+01 1.02242e-02 8.39183e-02 1.53982e+00 2.90974e+01 1.54951e+01 5.34718e-01 1.75888e-01 3.61879e+00 1.76012e+00 8.17822e-01
6.22361e+00 1.03846e+01 8.02386e-03 8.54139e-02 1.03356e+00 2.47042e+01 1.55178e+01 5.12363e-01 1.86382e-01 3.56226e+00 1.91442e+00 8.54572e-01
6.24120e+00 1.03846e+01 6.46558e-03 8.70905e-02 7.08176e-01 2.02690e+01 1.50162e+01 4.73850e-01 2.05119e-01 3.52078e+00 2.08579e+00 8.94310e-01
6.25879e+00 1.03846e+01 5.43066e-03 8.86337e-02 5.04202e-01 1.60906e+01 1.40374e+01 4.26569e-01 2.32816e-01 3.50863e+00 2.28195e+00 9.42347e-01
6.27638e+00 1.03846e+01 4.81426e-03 8.98247e-02 3.78915e-01 1.23715e+01 1.26592e+01 3.76395e-01 2.68602e-01 3.53948e+00 2.51180e+00 1.00392e+00
6.29397e+00 1.03846e+01 4.54320e-03 9.05116e-02 3.03195e-01 9.22565e+00 1.09852e+01 3.27067e-01 3.09310e-01 3.62484e+00 2.78359e+00 1.08358e+00
6.31155e+00 1.03846e+01 4.57574e-03 9.05577e-02 2.57530e-01 6.69545e+00 9.14450e+00 2.73141e-01 3.49216e-01 3.77105e+00 3.10145e+00 1.18396e+00
6.32914e+00 1.03846e+01 4.89997e-03 9.00068e-02 2.29472e-01 4.79602e+00 7.33645e+00 2.30851e-01 3.83825e-01 3.98508e+00 3.46814e+00 1.30700e+00
6.34673e+00 1.03846e+01 5.52788e-03 8.88395e-02 2.10489e-01 3.46166e+00 5.72561e+00 1.93417e-01 4.10909e-01 4.26997e+00 3.88622e+00 1.45462e+00
6.36432e+00 1.03846e+01 6.49165e-03 8.71063e-02 1.94664e-01 2.56372e+00 4.38289e+00 1.61096e-01 4.29368e-01 4.62125e+00 4.35561e+00 1.62789e+00
6.38190e+00 1.03846e+01 7.83976e-03 8.48618e-02 1.78512e-01 1.96726e+00 3.31483e+00 1.33719e-01 4.39143e-01 5.03094e+00 4.87437e+00 1.82733e+00
6.39949e+00 1.03846e+01 9.63724e-03 8.21639e-02 1.61001e-01 1.56065e+00 2.49308e+00 1.10848e-01 4.41022e-01 5.49042e+00 5.43932e+00 2.05279e+00
6.41708e+00 1.03846e+01 1.19613e-02 7.90918e-02 1.43213e-01 1.26912e+00 1.87540e+00 9.18832e-02 4.36271e-01 5.99300e+00 6.04715e+00 2.30355e+00
6.43467e+00 1.03846e+01 1.49170e-02 7.57884e-02 1.29187e-01 1.05787e+00 1.41837e+00 7.62061e-02 4.26142e-01 6.53722e+00 6.69670e+00 2.57873e+00
6.45226e+00 1.03846e+01 1.85931e-02 7.23932e-02 1.19948e-01 9.07041e-01 1.08501e+00 6.32952e-02 4.11904e-01 7.12327e+00 7.38853e+00 2.87800e+00
6.46984e+00 1.03846e+01 2.30963e-02 6.90209e-02 1.15341e-01 8.00241e-01 8.45359e-01 5.27162e-02 3.94795e-01 7.75119e+00 8.12345e+00 3.20124e+00
6.48743e+00 1.03846e+01 2.85362e-02 6.57612e-02 1.14210e-01 7.23070e-01 6.75623e-01 4.41046e-02 3.75933e-01 8.42224e+00 8.90398e+00 3.54928e+00
6.50502e+00 1.03846e+01 3.50217e-02 6.26892e-02 1.15089e-01 6.64169e-01 5.57296e-01 3.71530e-02 3.56277e-01 9.13955e+00 9.73486e+00 3.92414e+00
6.52261e+00 1.03846e+01 4.26557e-02 5.98481e-02 1.16652e-01 6.17945e-01 4.76070e-01 3.15767e-02 3.36400e-01 9.90654e+00 1.06207e+01 4.32786e+00
6.54020e+00 1.03846e+01 5.15496e-02 5.72785e-02 1.17736e-01 5.82555e-01 4.20935e-01 2.71066e-02 3.16404e-01 1.07241e+01 1.15631e+01 4.76099e+00
6.55778e+00 1.03846e+01 6.18054e-02 5.50088e-02 1.17459e-01 5.58829e-01 3.83271e-01 2.35506e-02 2.96340e-01 1.15916e+01 1.25617e+01 5.22326e+00
6.57537e+00 1.03846e+01 7.35056e-02 5.30621e-02 1.15183e-01 5.47404e-01 3.55964e-01 2.07750e-02 2.76252e-01 1.25066e+01 1.36137e+01 5.71351e+00
6.59296e+00 1.03846e+01 8.66954e-02 5.14590e-02 1.10555e-01 5.46905e-01 3.33053e-01 1.86828e-02 2.56178e-01 1.34638e+01 1.47137e+01 6.22933e+00
6.61055e+00 1.03846e+01 1.01366e-01 5.04209e-02 1.03588e-01 5.51936e-01 3.09789e-01 1.71857e-02 2.36162e-01 1.44555e+01 1.58531e+01 6.76696e+00
6.62814e+00 1.03846e+01 1.17485e-01 4.97829e-02 9.50757e-02 5.60152e-01 2.84441e-01 1.61939e-02 2.16399e-01 1.54747e+01 1.70243e+01 7.32323e+00
6.64572e+00 1.03846e+01 1.34992e-01 4.97617e-02 8.61147e-02 5.66128e-01 2.57307e-01 1.56111e-02 1.97136e-01 1.65164e+01 1.82217e+01 7.89623e+00
6.66331e+00 1.03846e+01 1.53754e-01 5.05539e-02 7.75202e-02 5.65531e-01 2.29371e-01 1.53230e-02 1.78550e-01 1.75733e+01 1.94380e+01 8.48342e+00
6.68090e+00 1.03846e+01 1.73536e-01 5.24846e-02 6.97727e-02 5.54636e-01 2.01771e-01 1.51917e-02 1.60754e-01 1.86364e+01 2.06632e+01 9.08150e+00
6.69849e+00 1.03846e+01 1.93974e-01 5.60752e-02 6.30670e-02 5.31091e-01 1.75534e-01 1.50613e-02 1.43816e-01 1.96934e+01 2.18846e+01 9.68596e+00
6.71608e+00 1.03846e+01 2.14540e-01 6.21342e-02 5.74262e-02 4.94828e-01 1.51539e-01 1.47857e-02 1.27763e-01 2.07290e+01 2.30855e+01 1.02910e+01
6.73366e+00 1.03846e+01 2.34507e-01 7.18749e-02 5.28592e-02 4.49854e-01 1.30641e-01 1.43181e-02 1.12559e-01 2.17234e+01 2.42446e+01 1.08888e+01
6.75125e+00 1.03846e+01 2.52934e-01 8.70629e-02 4.93032e-02 4.01032e-01 1.13132e-01 1.36804e-02 9.81780e-02 2.26533e+01 2.53368e+01 1.14702e+01
6.76884e+00 1.03846e+01 2.68670e-01 1.10085e-01 4.66582e-02 3.52359e-01 9.87874e-02 1.29233e-02 8.46169e-02 2.34895e+01 2.63296e+01 1.20227e+01
6.78643e+00 1.03846e+01 2.80384e-01 1.43917e-01 4.48341e-02 3.06676e-01 8.71207e-02 1.21081e-02 7.19043e-02 2.41955e+01 2.71830e+01 1.25299e+01
6.80401e+00 1.03846e+01 2.86655e-01 1.91837e-01 4.37544e-02 2.65760e-01 7.75109e-02 1.12934e-02 6.00908e-02 2.47275e+01 2.78476e+01 1.29708e+01
6.82160e+00 1.03846e+01 2.86577e-01 2.57101e-01 4.33667e-02 2.30255e-01 6.95803e-02 1.05197e-02 4.93112e-02 2.50629e+01 2.82979e+01 1.33333e+01
6.83919e+00 1.03846e+01 2.80391e-01 3.43046e-01 4.36248e-02 2.00140e-01 6.28889e-02 9.79724e-03 3.97675e-02 2.52365e+01 2.85723e+01 1.36338e+01
6.85678e+00 1.03846e+01 2.68649e-01 4.52301e-01 4.44182e-02 1.75221e-01 5.71924e-02 9.12836e-03 3.15489e-02 2.52811e+01 2.87069e+01 1.38868e+01
6.87437e+00 1.03846e+01 2.52036e-01 5.85761e-01 4.55674e-02 1.55348e-01 5.23287e-02 8.51152e-03 2.46461e-02 2.52137e+01 2.87194e+01 1.40981e+01
6.89195e+00 1.03846e+01 2.31330e-01 7.41280e-01 4.68343e-02 1.40566e-01 4.81946e-02 7.94214e-03 1.89846e-02 2.50291e+01 2.86020e+01 1.42599e+01
6.90954e+00 1.03846e+01 2.07412e-01 9.12305e-01 4.79413e-02 1.31257e-01 4.46102e-02 7.41365e-03 1.44496e-02 2.46997e+01 2.83203e+01 1.43503e+01
6.92713e+00 1.03846e+01 1.81737e-01 1.08989e+00 4.86830e-02 1.28281e-01 4.18324e-02 6.92289e-03 1.09298e-02 2.42384e+01 2.78861e+01 1.43682e+01
6.94472e+00 1.03846e+01 1.55951e-01 1.26447e+00 4.89689e-02 1.33193e-01 3.96772e-02 6.46892e-03 8.28730e-03 2.36956e+01 2.73546e+01 1.43347e+01
6.96231e+00 1.03846e+01 1.31258e-01 1.42458e+00 4.87644e-02 1.48356e-01 3.81104e-02 6.04983e-03 6.35910e-03 2.31007e+01 2.67576e+01 1.42605e+01
6.97989e+00 1.03846e+01 1.08454e-01 1.55728e+00 4.80796e-02 1.76824e-01 3.70631e-02 5.66325e-03 4.98304e-03 2.24607e+01 2.61012e+01 1.41441e+01
6.99748e+00 1.03846e+01 8.79926e-02 1.64910e+00 4.69583e-02 2.21912e-01 3.64309e-02 5.30668e-03 4.01363e-03 2.17609e+01 2.53670e+01 1.39713e+01
7.01507e+00 1.03846e+01 7.01104e-02 1.68877e+00 4.54665e-02 2.86388e-01 3.60806e-02 4.97775e-03 3.33079e-03 2.09774e+01 2.45253e+01 1.37219e+01
7.03266e+00 1.03846e+01 5.49832e-02 1.67567e+00 4.37561e-02 3.72488e-01 3.59048e-02 4.67415e-03 2.84655e-03 2.01291e+01 2.35975e+01 1.34038e+01
7.05025e+00 1.03846e+01 4.25593e-02 1.61561e+00 4.19515e-02 4.81326e-01 3.58225e-02 4.39377e-03 2.49469e-03 1.92421e+01 2.26138e+01 1.30318e+01
7.06783e+00 1.03846e+01 3.25914e-02 1.51666e+00 4.01566e-02 6.11861e-01 3.57713e-02 4.13471e-03 2.22745e-03 1.83280e+01 2.15881e+01 1.26127e+01
7.08542e+00 1.03846e+01 2.47468e-02 1.38792e+00 3.84389e-02 7.59869e-01 3.57051e-02 3.89530e-03 2.01301e-03 1.73862e+01 2.05199e+01 1.21456e+01
7.10301e+00 1.03846e+01 1.86756e-02 1.23861e+00 3.68308e-02 9.17026e-01 3.55890e-02 3.67387e-03 1.83176e-03 1.64060e+01 1.93968e+01 1.16225e+01
7.12060e+00 1.03846e+01 1.40689e-02 1.07913e+00 3.53515e-02 1.07256e+00 3.54010e-02 3.46942e-03 1.67358e-03 1.53897e+01 1.82218e+01 1.10443e+01
7.13819e+00 1.03846e+01 1.06680e-02 9.21536e-01 3.40310e-02 1.21870e+00 3.51394e-02 3.28025e-03 1.53514e-03 1.43770e+01 1.70429e+01 1.04396e+01
7.15577e+00 1.03846e+01 8.21228e-03 7.74337e-01 3.28711e-02 1.34921e+00 3.48087e-02 3.10471e-03 1.41473e-03 1.33974e+01 1.58960e+01 9.83128e+00
7.17336e+00 1.03846e+01 6.46774e-03 6.42355e-01 3.18525e-02 1.45909e+00 3.44157e-02 2.94107e-03 1.31091e-03 1.24667e+01 1.48015e+01 9.23400e+00
7.19095e+00 1.03846e+01 5.24309e-03 5.27583e-01 3.09472e-02 1.54458e+00 3.39675e-02 2.78761e-03 1.22213e-03 1.15919e+01 1.37686e+01 8.65617e+00
7.20854e+00 1.03846e+01 4.39069e-03 4.30116e-01 3.01268e-02 1.60306e+00 3.34716e-02 2.64276e-03 1.14515e-03 1.07745e+01 1.28001e+01 8.10227e+00
7.22613e+00 1.03846e+01 3.80180e-03 3.49178e-01 2.93725e-02 1.63481e+00 3.29359e-02 2.50599e-03 1.08234e-03 1.00199e+01 1.19037e+01 7.57967e+00
7.24371e+00 1.03846e+01 3.39719e-03 2.83368e-01 2.86738e-02 1.64290e+00 3.23699e-02 2.37737e-03 1.02942e-03 9.33573e+00 1.10889e+01 7.09691e+00
7.26130e+00 1.03846e+01 3.11830e-03 2.30679e-01 2.80221e-02 1.63111e+00 3.17827e-02 2.25677e-03 9.84959e-04 8.72289e+00 1.03579e+01 6.65763e+00
7.27889e+00 1.03846e+01 2.92624e-03 1.88943e-01 2.74106e-02 1.60335e+00 3.11825e-02 2.14385e-03 9.47453e-04 8.17847e+00 9.70758e+00 6.26202e+00
7.29648e+00 1.03846e+01 2.79130e-03 1.56106e-01 2.68339e-02 1.56338e+00 3.05767e-02 2.03818e-03 9.15542e-04 7.69728e+00 9.13214e+00 5.90818e+00
7.31407e+00 1.03846e+01 2.69420e-03 1.30353e-01 2.62882e-02 1.51458e+00 2.99709e-02 1.93923e-03 8.88033e-04 7.27281e+00 8.62411e+00 5.59283e+00
7.33165e+00 1.03846e+01 2.62196e-03 1.10126e-01 2.57693e-02 1.45961e+00 2.93699e-02 1.84623e-03 8.63968e-04 6.89694e+00 8.17394e+00 5.31101e+00
7.34924e+00 1.03846e+01 2.56603e-03 9.41738e-02 2.52741e-02 1.40061e+00 2.87763e-02 1.75841e-03 8.42552e-04 6.56190e+00 7.77248e+00 5.05781e+00
7.36683e+00 1.03846e+01 2.52088e-03 8.15240e-02 2.48005e-02 1.33933e+00 2.81930e-02 1.67512e-03 8.23196e-04 6.26184e+00 7.41283e+00 4.82949e+00
7.38442e+00 1.03846e+01 2.48293e-03 7.14311e-02 2.43472e-02 1.27721e+00 2.76219e-02 1.59585e-03 8.05458e-04 5.99218e+00 7.08955e+00 4.62310e+00
7.40200e+00 1.03846e+01 2.44881e-03 6.33230e-02 2.39130e-02 1.21540e+00 2.70648e-02 1.51987e-03 7.89010e-04 5.74920e+00 6.79824e+00 4.43622e+00
7.41959e+00 1.03846e+01 2.41940e-03 5.67580e-02 2.34971e-02 1.15471e+00 2.65226e-02 1.44775e-03 7.73613e-04 5.52994e+00 6.53539e+00 4.26688e+00
7.43718e+00 1.03846e+01 2.39203e-03 5.13938e-02 2.30978e-02 1.09548e+00 2.59951e-02 1.37945e-03 7.59107e-04 5.33140e+00 6.29742e+00 4.11305e+00
7.45477e+00 1.03846e+01 2.36605e-03 4.69723e-02 2.27138e-02 1.03793e+00 2.54815e-02 1.31525e-03 7.45367e-04 5.15100e+00 6.08126e+00 3.97293e+00
7.47236e+00 1.03846e+01 2.34103e-03 4.32988e-02 2.23435e-02 9.82188e-01 2.49813e-02 1.25522e-03 7.32294e-04 4.98649e+00 5.88423e+00 3.84493e+00
7.48994e+00 1.03846e+01 2.31668e-03 4.02239e-02 2.19856e-02 9.28324e-01 2.44938e-02 1.19931e-03 7.19805e-04 4.83589e+00 5.70394e+00 3.72761e+00
7.50753e+00 1.03846e+01 2.28898e-03 3.76047e-02 2.16254e-02 8.76341e-01 2.40065e-02 1.14683e-03 7.07240e-04 4.61691e+00 5.45784e+00 3.59779e+00
7.52512e+00 1.03846e+01 2.26566e-03 3.54046e-02 2.12897e-02 8.26252e-01 2.35432e-02 1.09882e-03 6.95759e-04 4.49265e+00 5.30852e+00 3.49905e+00
7.54271e+00 1.03846e+01 2.24257e-03 3.35202e-02 2.09630e-02 7.77951e-01 2.30913e-02 1.05453e-03 6.84698e-04 4.37697e+00 5.16958e+00 3.40707e+00
7.56030e+00 1.03846e+01 2.21967e-03 3.18933e-02 2.06447e-02 7.31345e-01 2.26508e-02 1.01377e-03 6.74021e-04 4.26854e+00 5.03939e+00 3.32078e+00
7.57788e+00 1.03846e+01 2.19693e-03 3.04782e-02 2.03339e-02 6.86330e-01 2.22215e-02 9.76342e-04 6.63698e-04 4.16621e+00 4.91659e+00 3.23929e+00
7.59547e+00 1.03846e+01 2.17433e-03 2.92384e-02 2.00301e-02 6.42794e-01 2.18030e-02 9.41971e-04 6.53698e-04 4.06904e+00 4.80001e+00 3.16184e+00
7.61306e+00 1.03846e+01 2.15164e-03 2.81442e-02 1.97327e-02 6.00648e-01 2.13949e-02 9.10418e-04 6.43994e-04 3.97611e+00 4.68855e+00 3.08773e+00
