Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz e NeuRho NeuMx NeuMy NeuMz NeuE Ne2Rho Ne2Mx Ne2My Ne2Mz Ne2E Ne3Rho Ne3Mx Ne3My Ne3Mz Ne3E Ne4Rho Ne4Mx Ne4My Ne4Mz Ne4E Pmin Pmax
    100  0.00000E+00  0.00000E+00  7.22617E-03  4.06677E-20  1.84880E-21  3.27005E-21  5.55632E-02 -8.52399E-03 -3.24372E-02  3.39211E-13  1.80000E-01  7.91809E-19 -1.04827E-38 -6.92456E-20  1.29221E-12  5.22224E-05 -2.62530E-22 -1.68555E-25  1.99893E-25  4.72630E-15  1.66334E-07 -3.02785E-24 -6.08370E-28 -9.46257E-28  2.21751E-16  1.79999E-01  7.91802E-19 -1.01256E-29 -6.92451E-20  1.29220E-12  5.20754E-22  1.16182E-12
    101  0.00000E+00  0.00000E+00  7.24132E-03  4.06413E-20  1.79477E-21  3.08813E-21  5.56736E-02 -8.52153E-03 -3.24466E-02  3.35988E-13  1.80030E-01  7.91668E-19  5.84287E-23 -6.90543E-20  1.29357E-12  6.87708E-05  6.90986E-23  5.69111E-24  1.45188E-23  1.64541E-15  1.97073E-07 -2.78172E-24 -8.06278E-28 -8.71099E-27  2.62708E-16  1.80008E-01  7.92049E-19  5.59844E-23 -6.90625E-20  1.29450E-12  2.00614E-21  1.12910E-12
    102  0.00000E+00  0.00000E+00  7.25696E-03  4.06292E-20  1.74496E-21  2.92054E-21  5.57827E-02 -8.52078E-03 -3.24612E-02  3.33014E-13  1.80058E-01  7.91538E-19  1.14652E-22 -6.88733E-20  1.29484E-12  6.82196E-05  6.96702E-23  5.66509E-24  1.44280E-23  1.63355E-15  2.58530E-07 -2.23915E-24 -1.00979E-27 -1.59495E-26  3.42171E-16  1.80018E-01  7.92280E-19  1.08780E-22 -6.88899E-20  1.29663E-12  8.44313E-21  1.09732E-12
    103  0.00000E+00  0.00000E+00  7.27306E-03  4.06313E-20  1.69907E-21  2.76603E-21  5.58904E-02 -8.52166E-03 -3.24806E-02  3.30241E-13  1.80083E-01  7.91418E-19  1.68233E-22 -6.87015E-20  1.29605E-12  6.76758E-05  7.02229E-23  5.63843E-24  1.43359E-23  1.62186E-15  3.77017E-07 -1.80019E-24 -4.08319E-27 -4.41772E-26  4.90352E-16  1.80028E-01  7.92496E-19  1.58765E-22 -6.87262E-20  1.29860E-12  2.56379E-20  1.06654E-12
    104  0.00000E+00  0.00000E+00  7.28960E-03  4.06466E-20  1.65681E-21  2.62360E-21  5.59968E-02 -8.52409E-03 -3.25046E-02  3.27637E-13  1.80108E-01  7.91310E-19  2.19677E-22 -6.85377E-20  1.29719E-12  6.71390E-05  7.07568E-23  5.61151E-24  1.42427E-23  1.61040E-15  5.88723E-07  4.07678E-25  1.81660E-27 -6.77335E-26  7.40828E-16  1.80038E-01  7.92694E-19  2.05936E-22 -6.85712E-20  1.30041E-12  5.31844E-20  1.03681E-12
    105  0.00000E+00  0.00000E+00  7.30648E-03  4.06729E-20  1.61804E-21  2.49254E-21  5.61021E-02 -8.52788E-03 -3.25328E-02  3.25155E-13  1.80130E-01  7.91211E-19  2.69142E-22 -6.83811E-20  1.29828E-12  6.66093E-05  7.12751E-23  5.58461E-24  1.41483E-23  1.59942E-15  9.70934E-07  7.75807E-24  1.35971E-26 -1.14971E-25  1.14619E-15  1.80047E-01  7.92874E-19  2.50318E-22 -6.84249E-20  1.30205E-12  1.01328E-19  1.00815E-12
    106  0.00000E+00  0.00000E+00  7.32370E-03  4.07043E-20  1.58244E-21  2.37186E-21  5.62109E-02 -8.53292E-03 -3.25647E-02  3.22716E-13  1.80151E-01  7.91118E-19  3.16423E-22 -6.82319E-20  1.29931E-12  6.60865E-05  7.17803E-23  5.55718E-24  1.40538E-23  1.58897E-15  1.77324E-06  2.90259E-23  1.57111E-25  1.21220E-25  1.79532E-15  1.80056E-01  7.93036E-19  2.92048E-22 -6.82867E-20  1.30354E-12  2.55711E-19  9.80568E-13
    107  0.00000E+00  0.00000E+00  7.34141E-03  4.07285E-20  1.54934E-21  2.25931E-21  5.63370E-02 -8.53945E-03 -3.26016E-02  3.20266E-13  1.80171E-01  7.91032E-19  3.62745E-22 -6.80887E-20  1.30029E-12  6.55712E-05  7.23002E-23  5.53081E-24  1.39584E-23  1.57962E-15  3.45378E-06  7.88048E-23  7.90574E-25  1.55308E-24  2.78111E-15  1.80064E-01  7.93184E-19  3.31233E-22 -6.81554E-20  1.30490E-12  4.77267E-19  9.54063E-13
    108  0.00000E+00  0.00000E+00  7.36014E-03  4.06701E-20  1.51628E-21  2.14806E-21  5.65158E-02 -8.54808E-03 -3.26467E-02  3.16727E-13  1.80185E-01  7.90937E-19  4.06397E-22 -6.79506E-20  1.30119E-12  6.50639E-05  7.28697E-23  5.50429E-24  1.38631E-23  1.57142E-15  8.27837E-06  2.29519E-22  3.47109E-24  7.64971E-24  4.89491E-15  1.80072E-01  7.93332E-19  3.69796E-22 -6.80273E-20  1.30626E-12  7.12930E-19  9.28625E-13
    109  0.00000E+00  0.00000E+00  7.38051E-03  4.03330E-20  1.47812E-21  2.02283E-21  5.67868E-02 -8.55974E-03 -3.27045E-02  3.09355E-13  1.80188E-01  7.90800E-19  4.47674E-22 -6.78173E-20  1.30195E-12  6.45660E-05  7.35467E-23  5.47919E-24  1.37697E-23  1.56447E-15  2.32471E-05  6.72958E-22  1.25698E-23  2.73014E-23  1.03053E-14  1.80078E-01  7.93496E-19  4.09197E-22 -6.78955E-20  1.30780E-12  8.78040E-19  9.04247E-13
    110  0.00000E+00  0.00000E+00  7.40200E-03  3.97709E-20  1.43337E-21  1.88164E-21  5.71163E-02 -8.57295E-03 -3.27701E-02  2.99360E-13  1.80178E-01  7.90611E-19  4.85977E-22 -6.76889E-20  1.30254E-12  6.40772E-05  7.43230E-23  5.46033E-24  1.36767E-23  1.55871E-15  4.64877E-05  1.30125E-21  2.68873E-23  5.67973E-23  1.74450E-14  1.80085E-01  7.93723E-19  4.51790E-22 -6.77559E-20  1.30981E-12  1.54354E-18  8.80896E-13
    111  0.00000E+00  0.00000E+00  7.42395E-03  3.92180E-20  1.39031E-21  1.74615E-21  5.74566E-02 -8.58733E-03 -3.28407E-02  2.89720E-13  1.80160E-01  7.90399E-19  5.21912E-22 -6.75669E-20  1.30303E-12  6.35974E-05  7.51487E-23  5.44276E-24  1.35851E-23  1.55440E-15  6.52700E-05  1.80314E-21  3.71213E-23  7.62324E-23  2.32776E-14  1.80097E-01  7.94023E-19  4.96562E-22 -6.76137E-20  1.31227E-12  4.25497E-18  8.58534E-13
    112  0.00000E+00  0.00000E+00  7.44644E-03  3.87326E-20  1.35101E-21  1.62264E-21  5.77957E-02 -8.60347E-03 -3.29172E-02  2.81030E-13  1.80134E-01  7.90157E-19  5.54663E-22 -6.74536E-20  1.30338E-12  6.31277E-05  7.60324E-23  5.42281E-24  1.34968E-23  1.55191E-15  7.42810E-05  2.05444E-21  4.17323E-23  8.22652E-23  2.64478E-14  1.80117E-01  7.94399E-19  5.42412E-22 -6.74705E-20  1.31517E-12  4.80343E-18  8.37123E-13
    113  0.00000E+00  0.00000E+00  7.46943E-03  3.83217E-20  1.31539E-21  1.51042E-21  5.81287E-02 -8.62139E-03 -3.29988E-02  2.73353E-13  1.80098E-01  7.89876E-19  5.83154E-22 -6.73496E-20  1.30358E-12  6.26737E-05  7.70651E-23  5.40408E-24  1.34197E-23  1.55319E-15  7.85555E-05  2.18214E-21  4.39404E-23  8.45170E-23  2.82419E-14  1.80144E-01  7.94835E-19  5.89132E-22 -6.73285E-20  1.31839E-12  4.92051E-18  8.16622E-13
    114  0.00000E+00  0.00000E+00  7.49288E-03  3.79793E-20  1.28304E-21  1.40801E-21  5.84539E-02 -8.64105E-03 -3.30850E-02  2.66603E-13  1.80051E-01  7.89549E-19  6.07105E-22 -6.72557E-20  1.30361E-12  6.22623E-05  7.86793E-23  5.38711E-24  1.33943E-23  1.56744E-15  8.05689E-05  2.24508E-21  4.51165E-23  8.45909E-23  2.92502E-14  1.80179E-01  7.95324E-19  6.36567E-22 -6.71879E-20  1.32187E-12  5.53206E-18  7.96987E-13
    115  0.00000E+00  0.00000E+00  7.51680E-03  3.76981E-20  1.25359E-21  1.31416E-21  5.87709E-02 -8.66211E-03 -3.31757E-02  2.60678E-13  1.79991E-01  7.89175E-19  6.26786E-22 -6.71719E-20  1.30346E-12  6.19489E-05  8.18247E-23  5.36962E-24  1.33080E-23  1.61112E-15  8.11076E-05  2.26261E-21  4.55707E-23  8.38854E-23  2.96709E-14  1.80221E-01  7.95852E-19  6.84042E-22 -6.70491E-20  1.32552E-12  5.57023E-18  7.78175E-13
    116  0.00000E+00  0.00000E+00  7.54119E-03  3.74711E-20  1.22675E-21  1.22791E-21  5.90781E-02 -8.68446E-03 -3.32706E-02  2.55489E-13  1.79923E-01  7.88767E-19  6.42875E-22 -6.70951E-20  1.30319E-12  6.16997E-05  8.59783E-23  5.35829E-24  1.31597E-23  1.67112E-15  8.08702E-05  2.25490E-21  4.55905E-23  8.27852E-23  2.97222E-14  1.80267E-01  7.96399E-19  7.31459E-22 -6.69130E-20  1.32923E-12  6.03378E-18  7.60146E-13
    117  0.00000E+00  0.00000E+00  7.56603E-03  3.72931E-20  1.20216E-21  1.14846E-21  5.93753E-02 -8.70805E-03 -3.33693E-02  2.50971E-13  1.79847E-01  7.88325E-19  6.54660E-22 -6.70229E-20  1.30280E-12  6.14047E-05  8.94500E-23  5.33988E-24  1.30970E-23  1.71607E-15  8.01316E-05  2.23221E-21  4.53146E-23  8.14822E-23  2.95527E-14  1.80318E-01  7.96967E-19  7.79129E-22 -6.67801E-20  1.33299E-12  6.15968E-18  7.42860E-13
    118  0.00000E+00  0.00000E+00  7.59134E-03  3.71538E-20  1.17958E-21  1.07499E-21  5.96646E-02 -8.73293E-03 -3.34716E-02  2.46961E-13  1.79763E-01  7.87851E-19  6.62355E-22 -6.69559E-20  1.30229E-12  6.12680E-05  9.59798E-23  5.27866E-24  1.30837E-23  1.80508E-15  7.91146E-05  2.20024E-21  4.48893E-23  8.01438E-23  2.92368E-14  1.80372E-01  7.97541E-19  8.26805E-22 -6.66499E-20  1.33671E-12  6.90897E-18  7.26264E-13
    119  0.00000E+00  0.00000E+00  7.61711E-03  3.70487E-20  1.15877E-21  1.00693E-21  5.99465E-02 -8.75899E-03 -3.35774E-02  2.43405E-13  1.79673E-01  7.87351E-19  6.66742E-22 -6.68925E-20  1.30170E-12  6.11837E-05  1.03319E-22  5.24073E-24  1.30104E-23  1.91054E-15  7.79572E-05  2.16337E-21  4.43794E-23  7.88064E-23  2.88469E-14  1.80430E-01  7.98120E-19  8.74354E-22 -6.65224E-20  1.34035E-12  9.43548E-18  7.10313E-13
    120  0.00000E+00  0.00000E+00  7.64337E-03  3.69723E-20  1.13969E-21  9.43712E-22  6.02226E-02 -8.78625E-03 -3.36866E-02  2.40214E-13  1.79578E-01  7.86832E-19  6.69467E-22 -6.68309E-20  1.30105E-12  6.11444E-05  1.11629E-22  5.20701E-24  1.29307E-23  2.03134E-15  7.67093E-05  2.12358E-21  4.38171E-23  7.74238E-23  2.84125E-14  1.80490E-01  7.98698E-19  9.21340E-22 -6.63978E-20  1.34390E-12  1.35996E-17  6.94969E-13
    121  0.00000E+00  0.00000E+00  7.67011E-03  3.69212E-20  1.12211E-21  8.84926E-22  6.04933E-02 -8.81457E-03 -3.37990E-02  2.37345E-13  1.79479E-01  7.86294E-19  6.70533E-22 -6.67706E-20  1.30033E-12  6.11516E-05  1.20777E-22  5.16646E-24  1.28438E-23  2.16603E-15  7.54375E-05  2.08324E-21  4.32362E-23  7.60669E-23  2.79689E-14  1.80551E-01  7.99277E-19  9.67924E-22 -6.62758E-20  1.34736E-12  1.50311E-17  6.80193E-13
    122  0.00000E+00  0.00000E+00  7.69736E-03  3.68926E-20  1.10588E-21  8.30162E-22  6.07599E-02 -8.84393E-03 -3.39145E-02  2.34762E-13  1.79375E-01  7.85738E-19  6.69800E-22 -6.67117E-20  1.29956E-12  6.12041E-05  1.30537E-22  5.15417E-24  1.27397E-23  2.31026E-15  7.41589E-05  2.04295E-21  4.26279E-23  7.47146E-23  2.75239E-14  1.80615E-01  7.99855E-19  1.01422E-21 -6.61559E-20  1.35074E-12  1.60731E-17  6.65948E-13
    123  0.00000E+00  0.00000E+00  7.72512E-03  3.68835E-20  1.09088E-21  7.79059E-22  6.10237E-02 -8.87423E-03 -3.40329E-02  2.32419E-13  1.79268E-01  7.85168E-19  6.68287E-22 -6.66533E-20  1.29874E-12  6.12755E-05  1.40380E-22  5.13354E-24  1.26058E-23  2.45656E-15  7.28886E-05  2.00304E-21  4.20048E-23  7.33725E-23  2.70808E-14  1.80680E-01  8.00434E-19  1.06000E-21 -6.60382E-20  1.35404E-12  1.76756E-17  6.52194E-13
    124  0.00000E+00  0.00000E+00  7.75342E-03  3.68922E-20  1.07702E-21  7.31324E-22  6.12852E-02 -8.90545E-03 -3.41543E-02  2.30291E-13  1.79159E-01  7.84587E-19  6.66569E-22 -6.65948E-20  1.29790E-12  6.13482E-05  1.49841E-22  5.12196E-24  1.24497E-23  2.59861E-15  7.16330E-05  1.96376E-21  4.13755E-23  7.20706E-23  2.66450E-14  1.80747E-01  8.01010E-19  1.10522E-21 -6.59223E-20  1.35726E-12  2.05120E-17  6.38914E-13
    125  0.00000E+00  0.00000E+00  7.78226E-03  3.69171E-20  1.06423E-21  6.86742E-22  6.15440E-02 -8.93761E-03 -3.42786E-02  2.28361E-13  1.79047E-01  7.83997E-19  6.64881E-22 -6.65361E-20  1.29703E-12  6.14109E-05  1.58619E-22  5.10327E-24  1.23065E-23  2.73246E-15  7.03971E-05  1.92527E-21  4.07430E-23  7.07930E-23  2.62202E-14  1.80815E-01  8.01585E-19  1.14984E-21 -6.58080E-20  1.36039E-12  2.74328E-17  6.26074E-13
    126  0.00000E+00  0.00000E+00  7.81167E-03  3.69561E-20  1.05243E-21  6.45072E-22  6.18013E-02 -8.97064E-03 -3.44058E-02  2.26598E-13  1.78933E-01  7.83394E-19  6.63171E-22 -6.64773E-20  1.29613E-12  6.14483E-05  1.66486E-22  5.09462E-24  1.21573E-23  2.85382E-15  6.91875E-05  1.88745E-21  4.01173E-23  6.95554E-23  2.57988E-14  1.80883E-01  8.02159E-19  1.19397E-21 -6.56950E-20  1.36346E-12  3.40225E-17  6.13628E-13
    127  0.00000E+00  0.00000E+00  7.84165E-03  3.70084E-20  1.04156E-21  6.06116E-22  6.20574E-02 -9.00455E-03 -3.45358E-02  2.24992E-13  1.78815E-01  7.82776E-19  6.61307E-22 -6.64181E-20  1.29520E-12  6.14262E-05  1.73192E-22  5.07619E-24  1.20052E-23  2.95919E-15  6.80128E-05  1.85076E-21  3.94975E-23  6.83508E-23  2.53897E-14  1.80954E-01  8.02734E-19  1.23774E-21 -6.55830E-20  1.36644E-12  3.76613E-17  6.01536E-13
    128  0.00000E+00  0.00000E+00  7.87224E-03  3.70730E-20  1.03158E-21  5.69696E-22  6.23127E-02 -9.03930E-03 -3.46688E-02  2.23533E-13  1.78695E-01  7.82147E-19  6.59541E-22 -6.63584E-20  1.29424E-12  6.13263E-05  1.78593E-22  5.05225E-24  1.18325E-23  3.04643E-15  6.68738E-05  1.81523E-21  3.88834E-23  6.71841E-23  2.49933E-14  1.81025E-01  8.03308E-19  1.28115E-21 -6.54719E-20  1.36936E-12  4.24338E-17  5.98564E-13
    129  0.00000E+00  0.00000E+00  7.90342E-03  3.71489E-20  1.02243E-21  5.35671E-22  6.25672E-02 -9.07491E-03 -3.48046E-02  2.22209E-13  1.78571E-01  7.81501E-19  6.57832E-22 -6.62984E-20  1.29325E-12  6.12092E-05  1.83382E-22  5.04343E-24  1.16751E-23  3.12380E-15  6.57716E-05  1.78093E-21  3.82782E-23  6.60556E-23  2.46119E-14  1.81098E-01  8.03883E-19  1.32425E-21 -6.53613E-20  1.37219E-12  4.82988E-17  6.05465E-13
    130  0.00000E+00  0.00000E+00  7.93521E-03  3.72352E-20  1.01408E-21  5.03899E-22  6.28209E-02 -9.11137E-03 -3.49433E-02  2.21011E-13  1.78444E-01  7.80843E-19  6.56261E-22 -6.62379E-20  1.29225E-12  6.10722E-05  1.87627E-22  5.00380E-24  1.15153E-23  3.19224E-15  6.47042E-05  1.74775E-21  3.76843E-23  6.49664E-23  2.42428E-14  1.81172E-01  8.04455E-19  1.36705E-21 -6.52510E-20  1.37494E-12  4.62223E-17  6.11836E-13
    131  0.00000E+00  0.00000E+00  7.96760E-03  3.73312E-20  1.00648E-21  4.74248E-22  6.30739E-02 -9.14866E-03 -3.50849E-02  2.19929E-13  1.78315E-01  7.80175E-19  6.54580E-22 -6.61768E-20  1.29125E-12  6.09300E-05  1.91561E-22  4.95007E-24  1.13252E-23  3.25486E-15  6.36709E-05  1.71562E-21  3.71011E-23  6.39154E-23  2.38856E-14  1.81246E-01  8.05024E-19  1.40972E-21 -6.51410E-20  1.37760E-12  4.43011E-17  6.17723E-13
    132  0.00000E+00  0.00000E+00  8.00060E-03  3.74360E-20  9.99610E-22  4.46599E-22  6.33266E-02 -9.18677E-03 -3.52293E-02  2.18953E-13  1.78181E-01  7.79489E-19  6.52994E-22 -6.61150E-20  1.29022E-12  6.07947E-05  1.95266E-22  4.89418E-24  1.11557E-23  3.31374E-15  6.26712E-05  1.68456E-21  3.65305E-23  6.29061E-23  2.35401E-14  1.81321E-01  8.05593E-19  1.45223E-21 -6.50313E-20  1.38019E-12  4.25235E-17  6.23160E-13
    133  0.00000E+00  0.00000E+00  8.03419E-03  3.75492E-20  9.93436E-22  4.20843E-22  6.35789E-02 -9.22569E-03 -3.53766E-02  2.18073E-13  1.78046E-01  7.78795E-19  6.51411E-22 -6.60524E-20  1.28919E-12  6.06408E-05  1.98482E-22  4.84702E-24  1.10062E-23  3.36781E-15  6.17047E-05  1.65455E-21  3.59722E-23  6.19286E-23  2.32063E-14  1.81397E-01  8.06160E-19  1.49462E-21 -6.49218E-20  1.38270E-12  4.08723E-17  6.28189E-13
    134  0.00000E+00  0.00000E+00  8.06835E-03  3.76702E-20  9.87929E-22  3.96900E-22  6.38310E-02 -9.26542E-03 -3.55266E-02  2.17283E-13  1.77908E-01  7.78087E-19  6.49977E-22 -6.59891E-20  1.28813E-12  6.04741E-05  2.01348E-22  4.78654E-24  1.08577E-23  3.41943E-15  6.07710E-05  1.62560E-21  3.54256E-23  6.09857E-23  2.28845E-14  1.81474E-01  8.06727E-19  1.53691E-21 -6.48123E-20  1.38514E-12  3.93339E-17  6.32846E-13
    135  0.00000E+00  0.00000E+00  8.10309E-03  3.77983E-20  9.83062E-22  3.74686E-22  6.40831E-02 -9.30594E-03 -3.56794E-02  2.16576E-13  1.77767E-01  7.77366E-19  6.48558E-22 -6.59249E-20  1.28706E-12  6.02963E-05  2.03894E-22  4.71913E-24  1.06949E-23  3.46838E-15  5.98697E-05  1.59769E-21  3.48917E-23  6.00810E-23  2.25747E-14  1.81552E-01  8.07295E-19  1.57910E-21 -6.47031E-20  1.38753E-12  3.78969E-17  6.37168E-13
    136  0.00000E+00  0.00000E+00  8.13837E-03  3.79331E-20  9.78809E-22  3.54124E-22  6.43351E-02 -9.34722E-03 -3.58348E-02  2.15947E-13  1.77624E-01  7.76633E-19  6.47142E-22 -6.58597E-20  1.28597E-12  6.01089E-05  2.06177E-22  4.65235E-24  1.05284E-23  3.51470E-15  5.90003E-05  1.57080E-21  3.43714E-23  5.92180E-23  2.22766E-14  1.81630E-01  8.07864E-19  1.62119E-21 -6.45939E-20  1.38987E-12  3.65514E-17  6.41186E-13
    137  0.00000E+00  0.00000E+00  8.17419E-03  3.80740E-20  9.75149E-22  3.35137E-22  6.45872E-02 -9.38924E-03 -3.59928E-02  2.15392E-13  1.77478E-01  7.75888E-19  6.45694E-22 -6.57936E-20  1.28485E-12  5.99032E-05  2.08174E-22  4.57231E-24  1.03426E-23  3.55779E-15  5.81624E-05  1.54493E-21  3.38647E-23  5.83946E-23  2.19906E-14  1.81710E-01  8.08435E-19  1.66322E-21 -6.44850E-20  1.39217E-12  3.52889E-17  6.44928E-13
    138  0.00000E+00  0.00000E+00  8.21053E-03  3.82206E-20  9.72055E-22  3.17657E-22  6.48394E-02 -9.43199E-03 -3.61533E-02  2.14907E-13  1.77329E-01  7.75129E-19  6.44320E-22 -6.57266E-20  1.28372E-12  5.96689E-05  2.09812E-22  4.49730E-24  1.01661E-23  3.59670E-15  5.73552E-05  1.52006E-21  3.33719E-23  5.76070E-23  2.17167E-14  1.81790E-01  8.09007E-19  1.70514E-21 -6.43762E-20  1.39442E-12  3.41021E-17  6.48418E-13
    139  0.00000E+00  0.00000E+00  8.24737E-03  3.83724E-20  9.69503E-22  3.01612E-22  6.50917E-02 -9.47544E-03 -3.63163E-02  2.14486E-13  1.77178E-01  7.74359E-19  6.42981E-22 -6.56585E-20  1.28255E-12  5.94193E-05  2.11252E-22  4.42641E-24  9.98466E-24  3.63304E-15  5.65783E-05  1.49619E-21  3.28931E-23  5.68545E-23  2.14552E-14  1.81871E-01  8.09581E-19  1.74697E-21 -6.42675E-20  1.39663E-12  3.29844E-17  6.51678E-13
    140  0.00000E+00  0.00000E+00  8.28471E-03  3.85292E-20  9.67472E-22  2.86934E-22  6.53443E-02 -9.51958E-03 -3.64817E-02  2.14126E-13  1.77025E-01  7.73578E-19  6.41639E-22 -6.55897E-20  1.28137E-12  5.91579E-05  2.12541E-22  4.35930E-24  9.81349E-24  3.66733E-15  5.58311E-05  1.47331E-21  3.24292E-23  5.61345E-23  2.12064E-14  1.81953E-01  8.10157E-19  1.78875E-21 -6.41589E-20  1.39880E-12  3.19302E-17  6.54727E-13
    141  0.00000E+00  0.00000E+00  8.32254E-03  3.86905E-20  9.65940E-22  2.73565E-22  6.55971E-02 -9.56440E-03 -3.66494E-02  2.13825E-13  1.76869E-01  7.72786E-19  6.40279E-22 -6.55199E-20  1.28017E-12  5.88846E-05  2.13694E-22  4.28407E-24  9.63988E-24  3.69976E-15  5.51130E-05  1.45141E-21  3.19815E-23  5.54482E-23  2.09703E-14  1.82035E-01  8.10734E-19  1.83048E-21 -6.40503E-20  1.40094E-12  3.09347E-17  6.57581E-13
    142  0.00000E+00  0.00000E+00  8.36084E-03  3.88560E-20  9.64892E-22  2.61452E-22  6.58501E-02 -9.60986E-03 -3.68193E-02  2.13579E-13  1.76712E-01  7.71985E-19  6.38886E-22 -6.54493E-20  1.27896E-12  5.85986E-05  2.14722E-22  4.21222E-24  9.46362E-24  3.73033E-15  5.44233E-05  1.43049E-21  3.15504E-23  5.47896E-23  2.07471E-14  1.82118E-01  8.11313E-19  1.87217E-21 -6.39418E-20  1.40304E-12  2.99934E-17  6.60255E-13
    143  0.00000E+00  0.00000E+00  8.39960E-03  3.90255E-20  9.64307E-22  2.50535E-22  6.61035E-02 -9.65596E-03 -3.69914E-02  2.13386E-13  1.76553E-01  7.71174E-19  6.37439E-22 -6.53779E-20  1.27772E-12  5.82990E-05  2.15637E-22  4.14775E-24  9.28806E-24  3.75880E-15  5.37614E-05  1.41054E-21  3.11360E-23  5.41562E-23  2.05366E-14  1.82202E-01  8.11893E-19  1.91386E-21 -6.38333E-20  1.40511E-12  2.91027E-17  6.62763E-13
    144  0.00000E+00  0.00000E+00  8.43882E-03  3.91987E-20  9.64162E-22  2.40752E-22  6.63573E-02 -9.70269E-03 -3.71657E-02  2.13242E-13  1.76391E-01  7.70352E-19  6.35950E-22 -6.53057E-20  1.27646E-12  5.79895E-05  2.16495E-22  4.08469E-24  9.11598E-24  3.78536E-15  5.31269E-05  1.39155E-21  3.07360E-23  5.35477E-23  2.03390E-14  1.82287E-01  8.12476E-19  1.95555E-21 -6.37248E-20  1.40715E-12  2.82592E-17  6.65117E-13
    145  0.00000E+00  0.00000E+00  8.47850E-03  3.93754E-20  9.64438E-22  2.32045E-22  6.66114E-02 -9.75003E-03 -3.73420E-02  2.13146E-13  1.76228E-01  7.69519E-19  6.34575E-22 -6.52327E-20  1.27518E-12  5.76734E-05  2.17324E-22  4.01999E-24  8.94171E-24  3.81038E-15  5.25196E-05  1.37352E-21  3.03493E-23  5.29638E-23  2.01542E-14  1.82372E-01  8.13062E-19  1.99721E-21 -6.36162E-20  1.40916E-12  2.74596E-17  6.67329E-13
    146  0.00000E+00  0.00000E+00  8.51862E-03  3.95554E-20  9.65114E-22  2.24361E-22  6.68659E-02 -9.79799E-03 -3.75204E-02  2.13096E-13  1.76061E-01  7.68675E-19  6.33157E-22 -6.51588E-20  1.27388E-12  5.73480E-05  2.18104E-22  3.95455E-24  8.76031E-24  3.83359E-15  5.19388E-05  1.35643E-21  2.99764E-23  5.24082E-23  1.99820E-14  1.82458E-01  8.13650E-19  2.03890E-21 -6.35075E-20  1.41114E-12  2.67012E-17  6.69409E-13
    147  0.00000E+00  0.00000E+00  8.55918E-03  3.97386E-20  9.66172E-22  2.17647E-22  6.71210E-02 -9.84655E-03 -3.77008E-02  2.13088E-13  1.75893E-01  7.67820E-19  6.31699E-22 -6.50841E-20  1.27256E-12  5.70135E-05  2.18844E-22  3.89038E-24  8.57467E-24  3.85507E-15  5.13841E-05  1.34027E-21  2.96190E-23  5.18779E-23  1.98224E-14  1.82545E-01  8.14241E-19  2.08061E-21 -6.33986E-20  1.41310E-12  2.59816E-17  6.71366E-13
    148  0.00000E+00  0.00000E+00  8.60019E-03  3.99248E-20  9.67595E-22  2.11852E-22  6.73765E-02 -9.89571E-03 -3.78833E-02  2.13122E-13  1.75723E-01  7.66954E-19  6.30184E-22 -6.50087E-20  1.27121E-12  5.66716E-05  2.19562E-22  3.82602E-24  8.38972E-24  3.87496E-15  5.08550E-05  1.32501E-21  2.92771E-23  5.13683E-23  1.96748E-14  1.82633E-01  8.14835E-19  2.12240E-21 -6.32895E-20  1.41504E-12  2.52986E-17  6.73210E-13
    149  0.00000E+00  0.00000E+00  8.64165E-03  4.01139E-20  9.69367E-22  2.06928E-22  6.76327E-02 -9.94547E-03 -3.80678E-02  2.13196E-13  1.75550E-01  7.66077E-19  6.28625E-22 -6.49324E-20  1.26985E-12  5.63243E-05  2.20275E-22  3.76194E-24  8.20365E-24  3.89361E-15  5.03507E-05  1.31063E-21  2.89506E-23  5.08798E-23  1.95387E-14  1.82721E-01  8.15432E-19  2.16424E-21 -6.31803E-20  1.41696E-12  2.46501E-17  6.74947E-13
    150  0.00000E+00  0.00000E+00  8.68354E-03  4.03057E-20  9.71473E-22  2.02830E-22  6.78894E-02 -9.99583E-03 -3.82542E-02  2.13308E-13  1.75375E-01  7.65188E-19  6.27011E-22 -6.48553E-20  1.26845E-12  5.59722E-05  2.20984E-22  3.69733E-24  8.01754E-24  3.91123E-15  4.98708E-05  1.29711E-21  2.86375E-23  5.04093E-23  1.94135E-14  1.82811E-01  8.16032E-19  2.20617E-21 -6.30707E-20  1.41885E-12  2.40345E-17  6.76586E-13
